Accuracy_Mean,Accuracy_SD,Accuracy_CI_L,Accuracy_CI_U,AUC_Mean,AUC_SD,AUC_CI_L,AUC_CI_U,Log_Loss_Mean,Log_Loss_SD,Log_Loss_CI_L,Log_Loss_CI_U,Brier_Score_Mean,Brier_Score_SD,Brier_Score_CI_L,Brier_Score_CI_U
0.6229519718859821,0.004991205714811144,0.6137543928153065,0.6322562800989197,0.7115039976060865,0.005734181766538801,0.700975502022859,0.721781754084917,0.6206083775116917,0.003949247413462521,0.6134810046298539,0.6277302056624952,0.2159771412144049,0.0017471025631318594,0.2128417853384342,0.21912496654573427
