match_id,date,player_id,opponent_id,ace,df,svpt,1stin,1stwon,2ndwon,bpsaved,bpfaced,svgms
19279,20141020,100644,105777,4,3,76,49,32,14,1,5,13
19738,20150216,100644,104792,2,1,69,41,29,10,5,10,10
19789,20150223,100644,104947,6,1,54,32,22,11,4,7,9
19900,20150325,100644,105032,22,2,108,74,58,20,6,6,17
19931,20150325,100644,104586,3,2,69,39,27,16,3,5,10
20163,20160118,100644,104918,5,7,91,57,36,11,7,13,12
20220,20160201,100644,104563,9,3,118,79,56,22,7,8,17
20230,20160201,100644,105227,8,1,86,58,41,14,6,8,12
20237,20160201,100644,103582,8,7,122,85,59,18,16,18,16
20241,20160201,100644,103908,15,0,74,59,45,7,1,4,12
20293,20160208,100644,105577,0,3,58,31,24,18,1,1,10
20305,20160208,100644,104468,6,2,110,76,53,19,3,6,16
20312,20160208,100644,104792,4,4,75,49,36,11,4,6,10
20345,20160215,100644,103898,10,5,82,51,39,17,4,5,12
20357,20160215,100644,104607,9,5,81,56,41,12,4,8,15
20456,20160304,100644,104607,18,10,167,97,75,37,6,10,25
20458,20160304,100644,104586,6,4,83,55,27,17,6,12,12
20483,20160307,100644,104471,7,5,85,54,42,15,4,7,15
20513,20160307,100644,105777,13,6,106,67,53,18,9,11,15
20526,20160307,100644,104468,4,3,44,25,20,11,1,2,8
20537,20160307,100644,104745,9,11,97,54,37,15,3,10,15
20569,20160321,100644,111581,9,5,80,53,40,16,2,4,12
20665,20160718,100644,126203,7,4,63,38,33,11,5,5,9
20676,20160718,100644,104291,4,6,78,43,34,20,2,3,14
20679,20160718,100644,105332,5,4,44,29,25,8,2,2,8
20681,20160718,100644,104792,3,3,43,19,12,10,3,7,8
20701,20160725,100644,104229,3,7,67,36,23,15,4,7,10
20847,20160815,100644,105216,4,9,93,48,38,19,7,12,15
20967,20160829,100644,104978,4,7,104,64,50,23,2,4,19
21006,20160829,100644,105554,6,9,140,88,58,24,8,14,20
21096,20160919,100644,111575,5,3,65,41,31,15,1,2,11
21107,20160919,100644,106421,2,2,58,33,25,13,5,7,10
21114,20160919,100644,104022,8,2,46,31,28,7,2,2,8
21118,20160919,100644,104607,8,4,70,46,34,14,4,4,10
21120,20160919,100644,104527,2,6,109,67,45,21,8,11,15
21177,20161003,100644,106233,11,7,93,51,36,22,4,6,13
21183,20161003,100644,106058,8,2,64,47,33,10,2,2,9
21188,20161003,100644,103970,4,7,96,50,29,16,4,12,16
21231,20161010,100644,104545,9,4,56,30,23,15,5,6,9
21249,20161010,100644,105227,7,6,91,61,45,15,3,4,13
21258,20161010,100644,104542,8,6,110,64,46,22,5,10,16
21333,20161017,100644,105173,7,0,62,36,25,19,1,2,11
21338,20161017,100644,104735,6,0,58,36,26,10,5,8,10
21341,20161017,100644,106058,4,5,119,72,51,26,4,7,17
21605,20170116,100644,104898,17,10,144,92,69,24,12,16,23
21647,20170116,100644,126207,9,6,99,55,41,26,5,5,14
21669,20170116,100644,104745,19,11,172,108,77,27,11,16,24
21719,20170203,100644,105963,17,3,85,52,39,24,4,4,14
21720,20170203,100644,104327,21,6,125,77,58,24,4,8,20
21752,20170206,100644,105379,10,10,115,65,49,17,11,15,16
21757,20170206,100644,104871,13,7,74,43,38,18,2,3,14
21759,20170206,100644,104542,6,6,106,52,39,33,3,4,15
21761,20170206,100644,104755,8,4,72,46,37,11,0,1,11
21811,20170213,100644,106233,7,1,85,59,36,16,5,9,14
21871,20170220,100644,103917,10,2,68,43,35,17,0,1,12
22093,20170320,100644,104545,9,4,112,71,60,27,3,4,18
22101,20170320,100644,104527,2,2,73,42,32,21,4,5,12
22196,20170731,100644,111442,7,4,95,58,42,21,3,6,15
22206,20170731,100644,105815,7,1,64,44,36,12,1,2,12
22211,20170731,100644,106421,7,2,47,30,25,12,2,2,9
22248,20170807,100644,104755,13,3,114,74,52,23,5,7,16
22257,20170807,100644,106401,6,3,65,42,31,14,8,8,9
22262,20170807,100644,104731,9,7,73,41,31,18,2,3,11
22265,20170807,100644,133430,2,6,70,43,35,13,6,7,11
22266,20170807,100644,103819,6,1,59,41,33,11,3,3,10
22289,20170814,100644,126207,12,7,105,63,43,13,3,9,15
22399,20170828,100644,105985,6,5,125,71,49,31,8,10,17
22438,20170828,100644,106432,22,7,149,100,76,27,6,7,22
22575,20170925,100644,104327,15,6,107,64,46,23,4,8,17
22579,20170925,100644,106000,4,6,60,36,27,9,3,7,11
22583,20171002,100644,106378,7,3,65,36,28,18,0,1,10
22596,20171002,100644,104926,4,4,62,40,30,10,2,3,9
22604,20171002,100644,126094,9,4,67,42,30,13,6,7,9
22607,20171002,100644,106401,0,2,57,30,23,14,3,5,10
22669,20171009,100644,105223,22,1,98,72,57,12,2,3,16
22787,20171023,100644,104678,8,7,95,57,40,22,3,5,15
22795,20171023,100644,104468,9,3,103,56,36,21,8,12,11
22799,20171023,100644,104542,10,7,66,49,36,2,9,13,10
22827,20171030,100644,104898,6,3,89,55,36,13,7,11,13
22860,20171113,100644,106058,5,8,89,59,39,14,6,10,14
23036,20180115,100644,105341,17,5,115,76,54,20,12,14,16
23072,20180115,100644,105376,25,1,103,70,55,19,1,2,18
23092,20180115,100644,111202,21,5,136,84,60,28,6,10,23
23124,20180202,100644,200282,15,7,167,104,80,34,9,13,27
23126,20180202,100644,106401,15,3,92,65,52,13,4,4,14
23223,20180212,100644,103970,4,1,66,45,29,10,9,11,9
23230,20180212,100644,104312,3,1,57,40,23,7,1,5,9
23291,20180226,100644,111456,7,0,63,40,31,16,1,1,11
23307,20180226,100644,105376,7,4,80,49,38,13,8,9,11
23313,20180226,100644,105992,3,3,51,27,22,13,4,4,8
23316,20180226,100644,105223,10,2,59,36,26,8,4,7,9
23385,20180305,100644,105311,14,1,100,58,40,24,6,10,17
23487,20180319,100644,106421,7,5,101,66,47,16,8,11,14
23505,20180319,100644,103970,6,2,66,42,32,10,2,6,13
23513,20180319,100644,106401,5,3,51,40,32,7,2,3,10
23518,20180319,100644,106432,8,0,53,36,30,11,2,2,10
23520,20180319,100644,104545,10,6,108,72,52,22,10,12,16
23621,20180730,100644,104291,5,1,40,21,18,8,0,1,7
23626,20180730,100644,104999,5,5,84,48,36,16,2,3,11
23629,20180730,100644,105453,8,1,60,45,35,9,0,2,13
23669,20180806,100644,126774,5,6,85,60,43,9,0,4,15
23707,20180813,100644,104898,7,4,89,48,36,18,1,7,17
23841,20180827,100644,103917,10,3,73,41,33,22,1,2,14
23861,20180827,100644,104259,9,7,117,75,45,19,4,12,20
23995,20181001,100644,105138,4,3,54,34,26,10,1,3,10
24011,20181001,100644,104291,9,2,83,50,39,18,0,3,15
24078,20181008,100644,200282,6,2,52,34,28,11,5,5,9
24083,20181008,100644,106378,4,2,54,35,27,14,1,1,10
24156,20181022,100644,104898,7,5,77,47,34,13,8,10,11
24179,20181022,100644,105138,12,6,68,38,31,12,5,7,10
24183,20181022,100644,105657,9,8,94,59,48,17,1,3,15
24237,20181029,100644,126207,4,5,72,36,28,17,8,10,10
24244,20181029,100644,106043,7,3,58,38,32,8,4,4,9
24248,20181029,100644,111575,5,7,68,47,26,4,5,11,8
24273,20181112,100644,104545,18,2,64,48,41,9,1,1,11
24274,20181112,100644,105227,8,4,84,53,40,15,3,5,12
24275,20181112,100644,104925,9,2,50,30,20,7,2,5,8
24276,20181112,100644,103819,7,1,65,43,38,14,2,3,12
24277,20181112,100644,104925,10,3,46,33,26,7,0,1,9
24394,20190114,100644,105683,6,10,90,56,38,12,14,20,13
24439,20190114,100644,106109,14,4,85,55,39,19,5,6,13
24448,20190114,100644,105379,11,6,77,46,38,14,1,3,14
24449,20190114,100644,104871,29,13,167,116,94,25,10,13,27
24670,20190225,100644,106401,7,1,49,36,26,5,2,5,9
24672,20190225,100644,111815,10,4,62,42,34,13,2,3,11
24681,20190225,100644,103970,9,6,62,37,29,15,3,4,10
24738,20190304,100644,105526,3,3,51,31,20,5,5,9,8
24755,20190304,100644,105373,5,1,34,18,14,9,2,3,5
24860,20190318,100644,103970,9,12,100,55,38,18,9,14,15
24981,20190805,100644,111575,3,8,53,34,24,6,5,8,9
24987,20190805,100644,105932,15,14,100,67,49,13,0,5,18
25000,20190805,100644,111815,10,5,83,54,42,13,6,6,11
25046,20190812,100644,200175,9,20,94,50,40,16,2,8,15
25160,20190826,100644,105430,9,8,119,79,55,19,2,7,21
25198,20190826,100644,126207,22,11,153,96,72,26,8,11,22
25217,20190826,100644,105379,25,7,147,105,84,21,4,6,25
25225,20190826,100644,106043,11,17,128,81,50,15,10,18,18
25329,20190930,100644,126774,4,2,81,60,35,10,4,8,11
25333,20190930,100644,105023,6,0,61,45,37,10,1,1,10
25352,20190930,100644,126207,10,3,53,37,29,10,1,1,9
25377,20191007,100644,106421,7,3,48,31,20,4,1,5,8
25381,20191007,100644,103819,17,1,90,70,54,12,1,3,16
25387,20191007,100644,126094,17,7,61,40,31,9,5,7,9
25398,20191007,100644,104871,21,3,79,58,48,11,1,3,12
25513,20191021,100644,126203,8,4,68,44,35,11,2,3,11
25545,20191028,100644,133430,5,5,93,59,38,13,12,17,14
25555,20191028,100644,104269,9,1,38,30,26,7,2,2,8
25591,20191111,100644,106233,8,4,66,50,34,8,3,5,10
25593,20191111,100644,126774,5,2,51,33,24,5,4,7,8
25701,20200106,100644,126774,2,10,55,25,16,11,3,7,8
25703,20200106,100644,133430,2,7,52,28,19,7,1,5,8
25705,20200106,100644,200282,10,14,106,69,52,12,8,12,15
25808,20200120,100644,106065,8,4,109,92,66,8,8,11,16
25851,20200120,100644,106078,9,0,85,66,57,13,1,2,17
25872,20200120,100644,104269,15,3,82,61,47,8,4,5,13
25887,20200120,100644,104527,13,1,93,74,56,8,3,6,17
25890,20200120,100644,106233,16,3,127,103,70,12,5,9,21
26055,20200224,100644,126205,3,9,59,32,27,11,6,8,9
26069,20200224,100644,105359,12,8,54,38,32,8,0,2,10
26152,20200824,100644,104918,10,11,93,49,36,20,4,8,15
26205,20200831,100644,104731,18,6,135,91,78,20,3,5,23
26250,20200831,100644,206909,24,10,129,97,81,11,5,5,21
26272,20200831,100644,105173,14,11,116,73,58,22,6,8,20
26284,20200831,100644,200221,18,2,77,51,38,13,6,7,11
26290,20200831,100644,106432,18,12,141,100,76,17,11,15,21
26292,20200831,100644,105807,24,8,138,86,67,19,9,16,22
26294,20200831,100644,106233,15,15,157,101,71,23,6,13,24
26295,20201012,100644,200000,1,5,47,25,20,15,2,3,9
26296,20201012,100644,200221,10,3,73,47,34,16,1,2,12
26298,20201012,100644,144750,8,3,67,48,33,12,2,4,12
26348,20201019,100644,106043,9,0,45,29,24,8,1,1,7
26349,20201019,100644,206173,7,6,79,47,37,11,5,8,11
26351,20201019,100644,105173,16,9,98,64,53,15,5,7,16
26355,20201019,100644,105357,5,10,80,53,42,12,6,7,12
26450,20201102,100644,106421,11,3,102,76,51,9,6,10,15
26451,20201102,100644,104745,13,1,60,43,34,9,2,3,11
26454,20201102,100644,104527,8,2,62,46,37,6,2,4,10
26458,20201102,100644,105173,19,1,113,79,63,15,3,6,17
26525,20201116,100644,104925,12,6,57,43,36,5,3,4,10
26527,20201116,100644,106421,3,7,68,49,34,4,6,9,9
26529,20201116,100644,106043,10,3,82,60,44,10,6,9,14
194,20000117,101086,103018,2,7,144,88,57,32,10,15,21
268,20000207,101086,103894,1,2,52,35,23,13,0,2,10
277,20000207,101086,102882,2,3,49,29,19,11,1,4,9
345,20000214,101086,102987,6,1,63,46,26,6,10,15,8
669,20000724,101086,102061,1,4,110,79,46,15,13,19,15
805,20000814,101086,102776,2,3,83,48,33,22,6,8,14
1401,20010101,101086,102720,1,1,53,32,23,11,4,6,9
1412,20010101,101086,101611,2,3,108,71,40,20,8,12,13
2004,20010730,101086,102856,1,5,100,74,45,10,6,12,15
6,20000103,101150,102872,8,5,64,26,22,17,2,6,13
173,20000117,101150,102720,17,8,139,62,48,42,11,15,20
215,20000117,101150,102796,4,2,88,35,25,23,5,12,15
314,20000207,101150,102338,8,2,76,31,23,25,9,12,13
447,20000228,101150,101733,5,6,109,46,33,34,11,14,14
455,20000228,101150,102395,8,3,94,43,35,26,0,2,15
457,20000228,101150,103819,1,1,84,40,25,20,2,7,13
589,20000320,101150,102035,2,2,99,47,36,20,1,5,14
615,20000320,101150,102905,6,4,83,32,27,28,11,11,10
638,20000320,101150,102562,8,2,79,36,30,21,2,3,11
651,20000320,101150,102856,3,6,71,30,24,25,2,3,11
777,20000807,101150,102856,3,0,74,29,24,16,8,11,10
859,20000814,101150,102318,8,0,102,50,41,23,8,11,14
888,20000821,101150,102950,3,3,77,39,27,18,4,7,11
903,20000821,101150,101962,3,1,86,45,29,21,6,8,10
958,20000828,101150,102104,7,2,69,25,23,28,1,1,12
1004,20000828,101150,103498,8,4,146,76,59,33,10,15,23
1153,20001009,101150,102259,4,0,61,27,18,15,4,9,10
1266,20001106,101150,102184,7,2,84,35,25,29,1,5,15
1315,20001120,101150,101964,13,4,91,40,32,21,4,10,16
1376,20010101,101150,102148,8,2,96,39,28,29,6,11,14
1388,20010101,101150,102701,4,1,50,22,17,9,4,8,8
1460,20010108,101150,101962,5,1,64,30,25,19,0,1,11
1469,20010108,101150,102148,4,5,78,28,17,24,8,14,12
1496,20010115,101150,101711,15,3,125,53,43,40,6,9,19
1546,20010115,101150,102563,6,3,110,47,35,29,11,16,17
1628,20010212,101150,101820,7,2,86,33,29,25,10,13,14
1706,20010219,101150,103206,4,2,59,22,15,18,3,6,9
1764,20010226,101150,102562,4,5,62,31,18,13,3,8,9
1878,20010312,101150,103096,1,1,69,27,20,19,2,5,9
1923,20010319,101150,102374,2,6,101,38,32,26,6,10,15
2121,20010813,101150,103193,5,7,93,41,30,20,6,10,11
2264,20010827,101150,102855,14,6,149,67,55,45,11,14,24
2391,20010910,101150,103248,8,3,71,29,23,21,5,7,10
2403,20010910,101150,102227,6,2,73,34,26,12,3,7,10
8,20000103,101185,103720,2,2,82,48,31,13,11,16,12
114,20000110,101185,101792,1,1,58,40,23,8,3,7,9
157,20000117,101185,102106,3,4,84,50,37,21,1,5,16
209,20000117,101185,102644,1,6,125,74,54,26,9,13,20
254,20000207,101185,102795,3,1,60,32,21,17,0,2,10
270,20000207,101185,101723,5,1,78,49,36,14,8,11,13
352,20000214,101185,103031,4,3,59,38,28,8,5,7,9
367,20000214,101185,102162,3,3,101,59,41,19,9,13,15
464,20000228,101185,101532,2,4,69,38,21,14,12,16,9
354,20000214,101191,102834,5,1,60,28,22,20,4,4,9
369,20000214,101191,102025,0,0,63,32,19,12,2,7,8
84,20000110,101320,103066,4,8,60,31,28,14,2,3,10
96,20000110,101320,102563,2,4,56,30,24,15,9,9,8
102,20000110,101320,102021,6,6,85,55,37,14,9,12,11
979,20000828,101320,102257,1,3,91,57,32,16,7,13,13
1187,20001016,101320,103507,8,4,57,39,31,10,0,2,10
1194,20001016,101320,102765,6,3,79,50,35,14,4,8,14
1272,20001106,101320,103166,5,2,43,27,18,7,3,6,8
1618,20010212,101320,102286,4,1,90,55,44,16,2,5,16
1622,20010212,101320,104022,4,1,112,74,48,20,3,7,17
1682,20010219,101320,103888,2,8,94,58,39,12,5,11,15
1690,20010219,101320,102882,9,4,60,41,26,10,5,8,10
1743,20010226,101320,103163,8,4,87,54,34,14,6,12,14
1808,20010305,101320,102158,3,9,100,63,46,11,9,15,16
2254,20010827,101320,103720,5,5,89,52,30,14,5,12,14
2581,20011022,101320,101532,4,8,68,35,31,16,4,4,10
2593,20011022,101320,102788,1,8,81,45,32,15,2,6,13
15365,20111024,101404,106233,5,4,57,40,24,5,1,6,9
162,20000117,101463,102422,4,5,93,47,32,20,8,13,13
108,20000110,101532,102856,1,1,85,54,44,14,4,5,14
123,20000110,101532,103720,0,1,46,32,18,7,3,7,8
176,20000117,101532,103103,5,4,121,82,61,21,2,3,19
236,20000117,101532,101965,1,3,140,93,56,24,15,20,19
288,20000207,101532,102259,2,3,91,58,31,15,6,13,14
464,20000228,101532,101185,3,1,54,38,26,11,2,3,9
477,20000228,101532,102834,5,3,55,34,19,13,2,6,10
491,20000306,101532,101897,1,1,47,31,23,9,2,3,8
510,20000306,101532,103507,2,0,80,49,31,17,5,10,14
534,20000313,101532,102776,4,1,99,72,50,13,7,8,14
556,20000313,101532,102882,2,1,75,48,34,10,4,7,10
583,20000320,101532,101885,1,2,53,29,23,14,2,4,10
761,20000807,101532,103819,2,2,87,51,41,20,5,6,12
778,20000807,101532,103498,2,1,79,51,37,12,6,7,10
894,20000821,101532,102722,1,1,57,32,23,17,2,3,10
908,20000821,101532,102148,1,3,99,59,34,19,7,13,15
975,20000828,101532,101792,3,7,101,55,33,22,5,11,15
1156,20001009,101532,102148,5,0,70,37,30,20,1,4,14
1183,20001016,101532,102998,12,5,128,78,57,29,10,11,16
1236,20001030,101532,102563,2,4,113,71,47,25,2,6,17
1370,20010101,101532,102338,3,0,46,35,17,4,1,6,8
1429,20010108,101532,103428,1,1,87,53,36,23,1,2,14
1440,20010108,101532,103188,1,2,92,49,34,20,5,10,14
1444,20010108,101532,102998,2,1,58,43,33,9,2,2,10
1446,20010108,101532,102257,1,2,58,31,22,19,1,1,9
1448,20010108,101532,103103,3,1,96,63,32,19,7,13,13
1530,20010115,101532,103082,5,1,60,35,27,18,2,3,11
1564,20010115,101532,103103,4,0,83,51,34,16,3,7,13
1793,20010305,101532,101736,3,2,122,66,41,32,13,16,16
1800,20010305,101532,103084,0,1,89,49,31,22,8,11,12
1804,20010305,101532,103454,2,3,90,55,41,18,5,7,14
1806,20010305,101532,103720,3,0,81,50,33,17,10,11,10
1807,20010305,101532,102796,1,0,45,24,19,10,0,2,9
1868,20010312,101532,102338,2,1,53,31,21,18,2,4,10
1924,20010319,101532,103252,1,3,81,46,29,18,2,7,14
1950,20010319,101532,102158,0,2,75,55,36,12,2,4,13
2008,20010730,101532,102965,1,0,66,36,26,22,2,2,11
2038,20010730,101532,102318,2,4,72,38,26,15,3,6,11
2069,20010806,101532,101964,4,1,90,52,40,26,3,4,15
2296,20010827,101532,103454,4,1,125,64,39,32,7,12,16
2427,20010917,101532,102703,2,1,64,39,29,16,3,3,9
2434,20010917,101532,102783,1,1,82,55,34,15,2,6,13
2441,20010924,101532,103356,1,4,85,57,36,12,1,5,12
2485,20011001,101532,102494,3,2,84,57,35,16,4,6,10
2499,20011001,101532,103454,3,1,51,38,28,10,2,2,9
2506,20011001,101532,103720,3,0,79,54,35,14,4,8,14
2548,20011015,101532,103084,0,0,46,34,20,7,1,4,8
2581,20011022,101532,101320,3,2,53,23,18,17,4,6,9
2727,20020107,101532,102998,1,3,61,45,32,7,0,2,9
2738,20020107,101532,103900,2,2,64,46,29,5,3,7,9
2809,20020114,101532,103114,3,0,74,47,36,18,2,3,12
2852,20020114,101532,103206,3,4,149,107,73,21,4,8,23
2875,20020114,101532,102562,1,5,84,50,30,14,4,10,13
2934,20020211,101532,102358,8,1,83,50,36,14,4,7,12
3056,20020304,101532,101736,0,0,44,27,13,8,2,6,8
3185,20020318,101532,103151,3,1,50,32,23,10,2,4,9
3215,20020318,101532,102271,0,3,65,40,20,11,4,9,10
3460,20020812,101532,103451,0,5,109,66,41,24,7,11,16
3478,20020812,101532,102318,1,1,88,58,38,10,5,9,13
3505,20020819,101532,102437,1,4,48,26,15,7,3,7,7
3561,20020826,101532,102021,5,7,146,90,62,28,8,15,22
3721,20020923,101532,101723,9,1,74,54,39,11,5,5,10
3732,20020923,101532,103758,3,4,74,46,35,15,6,7,11
3738,20020923,101532,102845,2,1,82,59,35,18,4,7,13
3743,20020930,101532,102021,3,1,86,57,36,15,3,8,15
3810,20021014,101532,103900,1,0,43,34,15,3,1,6,7
4108,20030113,101532,103909,2,2,89,59,28,17,6,13,14
4455,20030317,101532,103720,0,2,65,34,23,14,3,6,10
4485,20030317,101532,102703,2,0,82,53,30,10,6,12,12
29,20000103,101543,103017,5,2,83,53,36,17,2,4,12
79,20000110,101543,103163,7,8,106,55,39,29,4,7,17
141,20000117,101543,102776,7,9,113,61,48,21,5,10,20
286,20000207,101543,103252,0,9,98,51,31,16,2,9,14
426,20000221,101543,101611,1,6,69,34,23,15,6,9,9
585,20000320,101543,101735,4,9,115,66,45,21,5,10,17
701,20000731,101543,103292,5,9,80,47,31,12,0,4,12
766,20000807,101543,103758,3,5,74,43,32,13,4,8,13
947,20000828,101543,102703,10,11,161,100,67,26,15,20,19
1080,20001002,101543,101843,4,3,88,57,39,13,3,7,12
1110,20001009,101543,102035,10,2,116,62,44,32,9,11,16
1211,20001016,101543,102567,5,3,61,36,24,14,3,6,10
1323,20001120,101543,102880,3,4,75,38,26,15,3,7,11
1357,20010101,101543,102306,2,1,69,50,38,11,5,6,11
1364,20010101,101543,102450,1,0,53,30,14,13,2,6,8
1450,20010108,101543,101889,1,4,79,49,29,13,9,13,10
1479,20010115,101543,102905,10,3,106,61,41,23,5,11,18
1631,20010212,101543,102344,0,3,73,49,24,16,4,8,10
1765,20010226,101543,102796,1,0,65,39,26,12,2,5,10
2938,20020211,101543,103096,7,5,67,42,27,10,3,6,10
712,20000731,101609,103225,3,5,85,49,33,20,1,3,12
850,20000814,101609,102905,10,2,101,57,39,28,5,7,16
67,20000103,101611,103544,4,2,44,23,21,12,2,2,8
73,20000103,101611,102233,1,1,51,27,22,17,1,2,10
76,20000103,101611,102106,5,10,115,67,46,24,10,14,16
77,20000103,101611,103082,10,4,105,48,37,33,3,5,16
112,20000110,101611,102374,4,1,61,30,23,13,2,5,10
175,20000117,101611,101964,26,8,148,90,69,36,5,8,27
402,20000214,101611,103206,10,7,121,55,41,38,9,12,17
406,20000214,101611,103017,9,3,102,60,48,15,12,15,15
416,20000221,101611,103252,10,3,75,38,30,22,2,3,12
426,20000221,101611,101543,12,7,64,28,25,18,5,6,10
432,20000221,101611,102358,21,15,155,75,64,32,15,17,17
520,20000313,101611,102765,5,4,81,38,31,21,6,8,12
621,20000320,101611,102286,10,6,68,33,27,14,0,2,10
641,20000320,101611,102882,8,7,76,35,29,19,6,8,11
907,20000821,101611,102318,11,4,68,32,27,16,2,5,12
980,20000828,101611,102227,4,5,81,51,42,16,2,2,13
1014,20000828,101611,102257,12,12,154,80,63,35,9,15,25
1031,20000828,101611,101774,6,2,93,52,39,17,9,12,14
1059,20000911,101611,102567,2,3,52,24,17,7,3,8,8
1151,20001009,101611,102978,2,2,49,35,29,6,0,1,9
1169,20001009,101611,102905,5,3,46,23,19,12,2,4,9
1173,20001009,101611,103163,7,8,115,56,36,28,6,11,14
1400,20010101,101611,102869,10,2,82,34,27,32,4,7,15
1412,20010101,101611,101086,17,5,84,48,41,16,3,5,14
1419,20010101,101611,103420,5,4,58,32,19,8,6,11,9
1452,20010108,101611,102035,2,8,78,43,28,14,7,11,11
1513,20010115,101611,102106,11,4,94,53,44,24,3,4,15
1556,20010115,101611,101792,11,8,137,78,61,22,5,11,20
1577,20010115,101611,101774,14,6,131,71,47,29,7,12,19
1637,20010212,101611,102607,8,2,76,36,29,22,4,6,13
1647,20010212,101611,103444,18,4,97,54,50,17,2,4,15
1651,20010212,101611,102338,8,3,112,56,40,29,7,11,16
1699,20010219,101611,103714,20,4,85,54,42,18,4,6,15
1758,20010226,101611,103018,4,4,74,35,26,24,3,5,12
1852,20010312,101611,103018,8,2,66,38,32,21,2,2,11
1874,20010312,101611,102450,3,0,56,35,16,10,3,8,9
2286,20010827,101611,102998,8,7,90,46,29,20,6,11,13
2587,20011022,101611,102035,5,6,80,34,27,26,13,13,10
2597,20011022,101611,102563,5,9,75,33,28,15,2,8,14
2682,20011231,101611,101962,10,5,89,48,37,18,8,10,11
2946,20020211,101611,103507,21,4,105,66,58,16,5,5,17
2949,20020211,101611,102765,9,3,55,25,18,19,0,2,10
3036,20020225,101611,103344,5,4,41,19,15,9,2,5,8
3172,20020318,101611,102882,10,9,86,37,30,24,4,8,15
3413,20020812,101611,103714,8,3,61,31,24,19,3,3,10
60,20000103,101647,102965,2,3,70,37,26,15,4,7,10
83,20000110,101647,102021,3,3,105,65,41,21,2,5,17
151,20000117,101647,101774,8,4,176,122,86,31,9,14,28
293,20000207,101647,102456,3,3,67,36,26,14,2,5,10
366,20000214,101647,101675,4,0,54,31,26,14,4,4,9
374,20000214,101647,102162,8,2,82,57,41,10,3,5,13
379,20000214,101647,102021,6,1,66,45,32,10,3,5,10
382,20000214,101647,103163,9,0,93,64,50,15,4,5,12
383,20000214,101647,101723,2,2,70,46,27,15,2,6,12
468,20000228,101647,102905,3,1,73,45,31,18,3,4,11
507,20000306,101647,102450,1,2,44,28,17,5,0,4,8
561,20000313,101647,103720,4,1,76,47,34,17,4,5,11
569,20000313,101647,101948,4,3,87,55,39,15,7,10,13
603,20000320,101647,102783,2,0,53,28,19,17,1,3,10
629,20000320,101647,101962,2,2,83,48,36,15,5,7,12
646,20000320,101647,102257,2,1,70,44,23,17,4,7,9
821,20000814,101647,102106,2,0,49,24,17,18,1,2,9
832,20000814,101647,103344,4,2,47,22,18,16,1,1,8
836,20000814,101647,102184,2,7,94,46,35,18,10,14,12
897,20000821,101647,103181,4,1,78,48,38,16,7,8,13
911,20000821,101647,102021,5,0,85,47,25,23,2,7,15
937,20000828,101647,103758,2,2,101,57,40,30,3,5,17
993,20000828,101647,102562,4,5,126,79,49,26,6,11,20
1128,20001009,101647,103305,3,0,43,24,20,8,1,2,7
1143,20001009,101647,102839,0,1,71,45,25,10,6,10,8
1406,20010101,101647,103786,7,1,97,59,47,21,1,2,15
1415,20010101,101647,102642,2,2,46,26,16,10,0,4,9
1427,20010108,101647,102287,1,1,72,52,34,11,2,5,13
1438,20010108,101647,102257,1,1,60,36,24,8,3,7,9
1516,20010115,101647,101774,1,5,101,58,36,17,7,12,15
1919,20010319,101647,102607,1,3,68,47,29,13,6,8,10
2014,20010730,101647,102259,2,0,54,33,18,11,2,6,8
2418,20010917,101647,102694,2,3,81,44,34,20,5,6,11
2426,20010917,101647,102817,2,2,112,73,47,20,3,8,17
2471,20011001,101647,102558,5,2,67,40,29,15,8,8,9
2489,20011001,101647,102701,3,1,63,54,28,5,4,8,10
2792,20020114,101647,103789,4,1,138,103,66,18,6,14,25
2845,20020114,101647,102610,1,2,79,61,37,9,6,11,14
193,20000117,101675,102179,13,4,102,50,44,21,3,6,16
255,20000207,101675,101723,1,3,47,25,14,7,8,13,7
351,20000214,101675,102925,9,3,78,43,33,23,6,7,12
366,20000214,101675,101647,4,2,49,24,15,13,3,6,8
320,20000207,101703,101733,6,3,113,53,41,39,3,3,16
165,20000117,101711,102809,5,5,78,46,30,16,4,9,13
671,20000724,101711,102776,8,0,42,26,21,12,2,2,8
679,20000724,101711,102834,7,4,57,33,22,9,5,9,9
803,20000814,101711,102154,5,3,114,73,48,21,14,17,15
822,20000814,101711,102998,8,3,101,69,48,15,4,9,16
1496,20010115,101711,101150,3,1,136,103,67,16,10,14,18
1792,20010305,101711,103084,3,1,105,64,38,16,12,19,14
2125,20010813,101711,103297,6,5,87,53,31,18,1,6,14
255,20000207,101723,101675,3,1,38,26,21,8,0,1,8
270,20000207,101723,101185,6,3,89,58,38,20,9,11,14
278,20000207,101723,101965,4,3,80,45,33,19,6,9,14
357,20000214,101723,102720,14,1,74,49,36,13,1,3,11
377,20000214,101723,102783,15,2,92,51,43,20,3,6,15
381,20000214,101723,102987,6,4,80,54,48,14,1,2,15
383,20000214,101723,101647,16,3,80,56,37,10,6,9,12
444,20000228,101723,101885,6,3,101,58,46,26,1,1,16
453,20000228,101723,102494,3,2,54,32,21,15,3,4,9
456,20000228,101723,103344,11,4,108,62,46,28,6,7,16
459,20000228,101723,103819,1,9,71,34,27,21,1,1,10
460,20000228,101723,103714,8,0,66,39,28,14,2,5,11
