"match_id","player1_id","player2_id","p1_winrate","p1_matches_played","p1_avg_svpt","p1_avg_ace","p1_avg_df","p1_avg_duration","p2_winrate","p2_matches_played","p2_avg_svpt","p2_avg_ace","p2_avg_df","p2_avg_duration","surface","best_of","match_weekday","match_month","season_phase","y"
7886,103451,101532,0.2,15,73.6,3.53333333333333,3.26666666666667,90,0.438461538461538,130,75.1076923076923,2.08461538461538,1.73846153846154,102.776923076923,"Hard",3,"Mo",8,"mid","0"
7887,103319,102318,0.4,15,76.2,6.6,5.06666666666667,88.2666666666667,0.559748427672956,159,77.4465408805032,4.83647798742138,2.18867924528302,98.9748427672956,"Hard",3,"Mo",8,"mid","0"
7888,103096,102035,0.549668874172185,151,82.5165562913907,5.17880794701987,3.16556291390728,109.390728476821,0.503937007874016,127,79.1181102362205,3.92125984251969,2.92913385826772,101.968503937008,"Hard",3,"Mo",8,"mid","1"
7889,101965,104548,0.568181818181818,132,86.0681818181818,8.53030303030303,3.07575757575758,103.386363636364,NA,0,NA,NA,NA,NA,"Hard",3,"Mo",8,"mid","1"
7890,102921,104339,0.181818181818182,11,90.8181818181818,4.90909090909091,3.45454545454545,117.454545454545,0.25,4,87,6.25,5.5,107.75,"Hard",3,"Mo",8,"mid","0"
7891,102785,103758,0.428571428571429,7,76.2857142857143,10.4285714285714,4.28571428571429,93.1428571428571,0.473684210526316,57,77.3508771929825,7.73684210526316,4.82456140350877,87.0701754385965,"Hard",3,"Mo",8,"mid","0"
7892,102968,102437,0.4,5,64.2,4,4.8,81.2,0.430379746835443,79,79.6582278481013,5.72151898734177,3.60759493670886,97.4810126582279,"Hard",3,"Mo",8,"mid","1"
7893,102783,102882,0.518987341772152,158,77.2911392405063,3.56962025316456,3.31645569620253,100.683544303797,0.611650485436893,103,86.8932038834951,15.4854368932039,5.29126213592233,110.572815533981,"Hard",3,"Mo",8,"mid","1"
7894,102148,103248,0.551948051948052,154,80.6038961038961,3.3051948051948,2.33116883116883,104.376623376623,0.368421052631579,76,73.7631578947368,4.01315789473684,2.07894736842105,86.8684210526316,"Hard",3,"Mo",8,"mid","1"
7895,102703,101885,0.403508771929825,57,81,3.80701754385965,2.43859649122807,95.0350877192982,0.443396226415094,106,85.9150943396226,16.0471698113208,5.58490566037736,100.528301886792,"Hard",3,"Mo",8,"mid","0"
7896,102887,102905,0.352941176470588,34,81.3529411764706,6,2.88235294117647,106.382352941176,0.466165413533835,133,78.5864661654135,3.80451127819549,3.54135338345865,92.3458646616541,"Hard",3,"Mo",8,"mid","0"
7897,103252,103720,0.492857142857143,140,73.3,2.12142857142857,3.78571428571429,98.6,0.80952380952381,210,77.7238095238095,5.87619047619048,3.62380952380952,111.538095238095,"Hard",3,"Mo",8,"mid","0"
7898,102257,102201,0.583941605839416,137,78.5401459854015,10.4817518248175,4.03649635036496,94.6642335766423,0.363636363636364,11,60.9090909090909,3.45454545454545,2.90909090909091,79.9090909090909,"Hard",3,"Mo",8,"mid","1"
7899,103280,102880,0.3,10,84.6,9.8,4.5,105.4,0.418604651162791,43,80.7441860465116,4.16279069767442,5.13953488372093,93.8372093023256,"Hard",3,"Mo",8,"mid","1"
7900,103454,102450,0.5,118,71.8983050847458,4.71186440677966,2.6864406779661,105.330508474576,0.715736040609137,197,81.1370558375635,5.19289340101523,3.13705583756345,112.157360406091,"Hard",3,"Mo",8,"mid","0"
7901,103163,102796,0.660606060606061,165,77.369696969697,7.64242424242424,4.02424242424242,100.412121212121,0.622377622377623,143,76.6083916083916,5.86013986013986,2.13286713286713,105.356643356643,"Hard",3,"Mo",8,"mid","1"
7902,102184,103356,0.417910447761194,67,82.3731343283582,7.41791044776119,5.04477611940298,96.2835820895522,0.480392156862745,102,81.5392156862745,3.68627450980392,5.35294117647059,102.470588235294,"Hard",3,"Mo",8,"mid","0"
7903,103017,103018,0.53030303030303,132,76.469696969697,6.25,4.18939393939394,103.893939393939,0.503496503496504,143,77.1748251748252,8.42657342657343,3.31468531468531,92.7622377622378,"Hard",3,"Mo",8,"mid","1"
7904,103206,102227,0.632768361581921,177,79.1242937853107,4.98870056497175,1.5819209039548,103.581920903955,0.391304347826087,92,77.1195652173913,3.92391304347826,2.98913043478261,97.25,"Hard",3,"Mo",8,"mid","1"
7905,102456,101962,0.521739130434783,115,70.0434782608696,2.81739130434783,2.44347826086957,97.9304347826087,0.603658536585366,164,80.9512195121951,7.50609756097561,2.95121951219512,103.579268292683,"Hard",3,"Mo",8,"mid","1"
7906,102318,101532,0.559748427672956,159,77.4465408805032,4.83647798742138,2.18867924528302,98.9748427672956,0.438461538461538,130,75.1076923076923,2.08461538461538,1.73846153846154,102.776923076923,"Hard",3,"Mo",8,"mid","1"
7907,103096,101965,0.549668874172185,151,82.5165562913907,5.17880794701987,3.16556291390728,109.390728476821,0.568181818181818,132,86.0681818181818,8.53030303030303,3.07575757575758,103.386363636364,"Hard",3,"Mo",8,"mid","1"
7908,102338,104339,0.656387665198238,227,82.215859030837,6.21145374449339,4.65198237885463,99.5462555066079,0.25,4,87,6.25,5.5,107.75,"Hard",3,"Mo",8,"mid","0"
7909,103598,103758,0.589285714285714,112,75.9732142857143,6.42857142857143,2.38392857142857,94.9732142857143,0.473684210526316,57,77.3508771929825,7.73684210526316,4.82456140350877,87.0701754385965,"Hard",3,"Mo",8,"mid","1"
7910,102968,102783,0.4,5,64.2,4,4.8,81.2,0.518987341772152,158,77.2911392405063,3.56962025316456,3.31645569620253,100.683544303797,"Hard",3,"Mo",8,"mid","0"
7911,102148,101885,0.551948051948052,154,80.6038961038961,3.3051948051948,2.33116883116883,104.376623376623,0.443396226415094,106,85.9150943396226,16.0471698113208,5.58490566037736,100.528301886792,"Hard",3,"Mo",8,"mid","1"
7912,103324,102905,0.292307692307692,65,79.8769230769231,2.30769230769231,3.66153846153846,98.3846153846154,0.466165413533835,133,78.5864661654135,3.80451127819549,3.54135338345865,92.3458646616541,"Hard",3,"Mo",8,"mid","1"
7913,103720,102257,0.80952380952381,210,77.7238095238095,5.87619047619048,3.62380952380952,111.538095238095,0.583941605839416,137,78.5401459854015,10.4817518248175,4.03649635036496,94.6642335766423,"Hard",3,"Mo",8,"mid","0"
7914,103163,103356,0.660606060606061,165,77.369696969697,7.64242424242424,4.02424242424242,100.412121212121,0.480392156862745,102,81.5392156862745,3.68627450980392,5.35294117647059,102.470588235294,"Hard",3,"Mo",8,"mid","1"
7915,103017,103206,0.53030303030303,132,76.469696969697,6.25,4.18939393939394,103.893939393939,0.632768361581921,177,79.1242937853107,4.98870056497175,1.5819209039548,103.581920903955,"Hard",3,"Mo",8,"mid","0"
7916,102456,102318,0.521739130434783,115,70.0434782608696,2.81739130434783,2.44347826086957,97.9304347826087,0.559748427672956,159,77.4465408805032,4.83647798742138,2.18867924528302,98.9748427672956,"Hard",3,"Mo",8,"mid","1"
7917,103096,104339,0.549668874172185,151,82.5165562913907,5.17880794701987,3.16556291390728,109.390728476821,0.25,4,87,6.25,5.5,107.75,"Hard",3,"Mo",8,"mid","1"
7918,102783,103598,0.518987341772152,158,77.2911392405063,3.56962025316456,3.31645569620253,100.683544303797,0.589285714285714,112,75.9732142857143,6.42857142857143,2.38392857142857,94.9732142857143,"Hard",3,"Mo",8,"mid","1"
7919,103324,102148,0.292307692307692,65,79.8769230769231,2.30769230769231,3.66153846153846,98.3846153846154,0.551948051948052,154,80.6038961038961,3.3051948051948,2.33116883116883,104.376623376623,"Hard",3,"Mo",8,"mid","1"
7920,103280,102257,0.3,10,84.6,9.8,4.5,105.4,0.583941605839416,137,78.5401459854015,10.4817518248175,4.03649635036496,94.6642335766423,"Hard",3,"Mo",8,"mid","0"
7921,103206,103163,0.632768361581921,177,79.1242937853107,4.98870056497175,1.5819209039548,103.581920903955,0.660606060606061,165,77.369696969697,7.64242424242424,4.02424242424242,100.412121212121,"Hard",3,"Mo",8,"mid","0"
7922,102456,103096,0.521739130434783,115,70.0434782608696,2.81739130434783,2.44347826086957,97.9304347826087,0.549668874172185,151,82.5165562913907,5.17880794701987,3.16556291390728,109.390728476821,"Hard",3,"Mo",8,"mid","1"
7923,103324,102783,0.292307692307692,65,79.8769230769231,2.30769230769231,3.66153846153846,98.3846153846154,0.518987341772152,158,77.2911392405063,3.56962025316456,3.31645569620253,100.683544303797,"Hard",3,"Mo",8,"mid","0"
7924,102257,103163,0.583941605839416,137,78.5401459854015,10.4817518248175,4.03649635036496,94.6642335766423,0.660606060606061,165,77.369696969697,7.64242424242424,4.02424242424242,100.412121212121,"Hard",3,"Mo",8,"mid","1"
7925,102456,102783,0.521739130434783,115,70.0434782608696,2.81739130434783,2.44347826086957,97.9304347826087,0.518987341772152,158,77.2911392405063,3.56962025316456,3.31645569620253,100.683544303797,"Hard",3,"Mo",8,"mid","1"
7926,102456,102257,0.521739130434783,115,70.0434782608696,2.81739130434783,2.44347826086957,97.9304347826087,0.583941605839416,137,78.5401459854015,10.4817518248175,4.03649635036496,94.6642335766423,"Hard",3,"Mo",8,"mid","0"
7927,102987,102887,0.419753086419753,81,79.1358024691358,2.95061728395062,2.92592592592593,100.987654320988,0.342857142857143,35,81.3142857142857,5.88571428571429,2.91428571428571,106.257142857143,"Hard",3,"Mo",8,"mid","0"
7928,102434,102796,0.212765957446808,47,87.3617021276596,4.08510638297872,5.27659574468085,103.276595744681,0.620689655172414,145,76.5448275862069,5.84827586206897,2.12413793103448,105.172413793103,"Hard",3,"Mo",8,"mid","1"
7929,103240,102880,0.285714285714286,14,63.9285714285714,5.07142857142857,2.78571428571429,80.9285714285714,0.422222222222222,45,80.6666666666667,4.11111111111111,5.08888888888889,93.5777777777778,"Hard",3,"Mo",8,"mid","1"
7930,103581,103176,0.482758620689655,29,87.2068965517241,4.68965517241379,2.72413793103448,114.896551724138,0.420289855072464,69,75.3768115942029,2.15942028985507,2.31884057971015,98.8405797101449,"Hard",3,"Mo",8,"mid","1"
7931,103103,101990,0.512658227848101,158,78.8860759493671,6.18987341772152,4.5379746835443,95.6708860759494,0.645833333333333,48,85.0208333333333,15.0833333333333,3.95833333333333,103.8125,"Hard",3,"Mo",8,"mid","0"
7932,102247,102788,0.391304347826087,92,78.7391304347826,3.60869565217391,4.25,105.847826086957,0.384615384615385,39,85.4102564102564,5.02564102564103,3.51282051282051,103.333333333333,"Hard",3,"Mo",8,"mid","0"
7933,103852,102539,0.461538461538462,26,95.5769230769231,8.57692307692308,3.96153846153846,113.846153846154,0.496,125,74.344,3.032,3.584,89.328,"Hard",3,"Mo",8,"mid","0"
7934,101897,103387,0.47,100,77.16,4.03,3.81,98.62,0.428571428571429,84,80.8095238095238,5.80952380952381,4.33333333333333,98.8928571428571,"Hard",3,"Mo",8,"mid","0"
7935,102437,101532,0.425,80,79.3125,5.675,3.625,96.9625,0.439393939393939,132,75.4621212121212,2.06060606060606,1.75757575757576,103.174242424242,"Hard",3,"Mo",8,"mid","1"
7936,103656,103252,0.5,54,78.7222222222222,3.92592592592593,3.03703703703704,105.851851851852,0.492957746478873,142,73.4014084507042,2.16197183098592,3.78169014084507,98.830985915493,"Hard",3,"Mo",8,"mid","0"
7937,103909,103908,0.6,70,78.2428571428571,3.2,2.31428571428571,108.242857142857,0.407407407407407,27,82.7037037037037,3.96296296296296,2.96296296296296,109.740740740741,"Hard",3,"Mo",8,"mid","0"
7938,102259,103319,0.543103448275862,116,70.6120689655172,6.16379310344828,3.31034482758621,94.5431034482759,0.375,16,76.375,6.75,5.1875,88.8125,"Hard",3,"Mo",8,"mid","0"
7939,102998,102369,0.571428571428572,154,79.3831168831169,11.4805194805195,3.49350649350649,103.662337662338,0.45045045045045,111,82.3873873873874,10.2612612612613,6.91891891891892,102.567567567568,"Hard",3,"Mo",8,"mid","1"
7940,103888,103694,0.40625,32,84.6875,8.5625,3.3125,104,0.458333333333333,72,82.7777777777778,2.15277777777778,2.79166666666667,105.847222222222,"Hard",3,"Mo",8,"mid","1"
7941,103454,103171,0.5,120,71.9,4.70833333333333,2.76666666666667,105.4,0.44,50,86.74,6.28,4.1,104.1,"Hard",3,"Mo",8,"mid","1"
7942,102887,103163,0.342857142857143,35,81.3142857142857,5.88571428571429,2.91428571428571,106.257142857143,0.662721893491124,169,77.4556213017752,7.69230769230769,4.08284023668639,100.473372781065,"Hard",3,"Mo",8,"mid","0"
7943,102434,102860,0.212765957446808,47,87.3617021276596,4.08510638297872,5.27659574468085,103.276595744681,0.527777777777778,72,80.25,6.45833333333333,3.05555555555556,106.027777777778,"Hard",3,"Mo",8,"mid","0"
7944,103813,103240,0.558139534883721,43,75.2325581395349,2.88372093023256,2.81395348837209,90.5581395348837,0.285714285714286,14,63.9285714285714,5.07142857142857,2.78571428571429,80.9285714285714,"Hard",3,"Mo",8,"mid","1"
7945,103581,102783,0.482758620689655,29,87.2068965517241,4.68965517241379,2.72413793103448,114.896551724138,0.52760736196319,163,77.398773006135,3.60122699386503,3.38650306748466,100.705521472393,"Hard",3,"Mo",8,"mid","1"
7946,101990,101962,0.645833333333333,48,85.0208333333333,15.0833333333333,3.95833333333333,103.8125,0.6,165,80.8484848484848,7.50909090909091,2.95757575757576,103.563636363636,"Hard",3,"Mo",8,"mid","0"
7947,103096,102788,0.554838709677419,155,82.2193548387097,5.13548387096774,3.15483870967742,109.316129032258,0.384615384615385,39,85.4102564102564,5.02564102564103,3.51282051282051,103.333333333333,"Hard",3,"Mo",8,"mid","1"
7948,102539,103151,0.496,125,74.344,3.032,3.584,89.328,0.456140350877193,114,82.3333333333333,4.74561403508772,3.35087719298246,111.491228070175,"Hard",3,"Mo",8,"mid","1"
7949,103387,102839,0.428571428571429,84,80.8095238095238,5.80952380952381,4.33333333333333,98.8928571428571,0.580246913580247,162,80.7592592592593,6.2962962962963,3.06172839506173,115.524691358025,"Hard",3,"Mo",8,"mid","1"
7950,102437,102374,0.425,80,79.3125,5.675,3.625,96.9625,0.691823899371069,159,78.2201257861635,4.9622641509434,2.84276729559748,114.421383647799,"Hard",3,"Mo",8,"mid","0"
7951,102722,102035,0.416666666666667,48,78.1458333333333,5.27083333333333,4.0625,112.104166666667,0.5,128,79.015625,3.8984375,2.9296875,101.9296875,"Hard",3,"Mo",8,"mid","0"
7952,103252,102148,0.492957746478873,142,73.4014084507042,2.16197183098592,3.78169014084507,98.830985915493,0.554140127388535,157,80.2229299363057,3.29299363057325,2.3312101910828,103.859872611465,"Hard",3,"Mo",8,"mid","1"
7953,103908,101948,0.407407407407407,27,82.7037037037037,3.96296296296296,2.96296296296296,109.740740740741,0.686567164179105,134,88.7388059701493,12.6492537313433,5.32835820895522,111.425373134328,"Hard",3,"Mo",8,"mid","1"
7954,103428,103319,0.554455445544555,101,78.6732673267327,5.10891089108911,3.35643564356436,102.762376237624,0.375,16,76.375,6.75,5.1875,88.8125,"Hard",3,"Mo",8,"mid","1"
7955,102905,102998,0.466666666666667,135,78.4962962962963,3.84444444444444,3.57777777777778,92.4222222222222,0.571428571428572,154,79.3831168831169,11.4805194805195,3.49350649350649,103.662337662338,"Hard",3,"Mo",8,"mid","0"
7956,103888,103789,0.40625,32,84.6875,8.5625,3.3125,104,0.387096774193548,31,83.4838709677419,6.06451612903226,5.7741935483871,105.741935483871,"Hard",3,"Mo",8,"mid","1"
7957,103819,103454,0.633136094674556,169,83.396449704142,7.41420118343195,3.10650887573965,98.284023668639,0.5,120,71.9,4.70833333333333,2.76666666666667,105.4,"Hard",3,"Mo",8,"mid","0"
7958,103163,102860,0.662721893491124,169,77.4556213017752,7.69230769230769,4.08284023668639,100.473372781065,0.527777777777778,72,80.25,6.45833333333333,3.05555555555556,106.027777777778,"Hard",3,"Mo",8,"mid","1"
7959,103581,103813,0.482758620689655,29,87.2068965517241,4.68965517241379,2.72413793103448,114.896551724138,0.558139534883721,43,75.2325581395349,2.88372093023256,2.81395348837209,90.5581395348837,"Hard",3,"Mo",8,"mid","0"
7960,103096,101962,0.554838709677419,155,82.2193548387097,5.13548387096774,3.15483870967742,109.316129032258,0.6,165,80.8484848484848,7.50909090909091,2.95757575757576,103.563636363636,"Hard",3,"Mo",8,"mid","0"
7961,102539,103387,0.496,125,74.344,3.032,3.584,89.328,0.428571428571429,84,80.8095238095238,5.80952380952381,4.33333333333333,98.8928571428571,"Hard",3,"Mo",8,"mid","0"
7962,102374,102035,0.691823899371069,159,78.2201257861635,4.9622641509434,2.84276729559748,114.421383647799,0.5,128,79.015625,3.8984375,2.9296875,101.9296875,"Hard",3,"Mo",8,"mid","1"
7963,103252,103908,0.492957746478873,142,73.4014084507042,2.16197183098592,3.78169014084507,98.830985915493,0.407407407407407,27,82.7037037037037,3.96296296296296,2.96296296296296,109.740740740741,"Hard",3,"Mo",8,"mid","0"
7964,102998,103428,0.571428571428572,154,79.3831168831169,11.4805194805195,3.49350649350649,103.662337662338,0.554455445544555,101,78.6732673267327,5.10891089108911,3.35643564356436,102.762376237624,"Hard",3,"Mo",8,"mid","0"
7965,103888,103454,0.40625,32,84.6875,8.5625,3.3125,104,0.5,120,71.9,4.70833333333333,2.76666666666667,105.4,"Hard",3,"Mo",8,"mid","1"
7966,103813,103163,0.558139534883721,43,75.2325581395349,2.88372093023256,2.81395348837209,90.5581395348837,0.662721893491124,169,77.4556213017752,7.69230769230769,4.08284023668639,100.473372781065,"Hard",3,"Mo",8,"mid","0"
7967,101962,103387,0.6,165,80.8484848484848,7.50909090909091,2.95757575757576,103.563636363636,0.428571428571429,84,80.8095238095238,5.80952380952381,4.33333333333333,98.8928571428571,"Hard",3,"Mo",8,"mid","0"
7968,103908,102374,0.407407407407407,27,82.7037037037037,3.96296296296296,2.96296296296296,109.740740740741,0.691823899371069,159,78.2201257861635,4.9622641509434,2.84276729559748,114.421383647799,"Hard",3,"Mo",8,"mid","0"
7969,103428,103888,0.554455445544555,101,78.6732673267327,5.10891089108911,3.35643564356436,102.762376237624,0.40625,32,84.6875,8.5625,3.3125,104,"Hard",3,"Mo",8,"mid","1"
7970,103428,102374,0.554455445544555,101,78.6732673267327,5.10891089108911,3.35643564356436,102.762376237624,0.691823899371069,159,78.2201257861635,4.9622641509434,2.84276729559748,114.421383647799,"Hard",3,"Mo",8,"mid","1"
7971,103428,103387,0.554455445544555,101,78.6732673267327,5.10891089108911,3.35643564356436,102.762376237624,0.428571428571429,84,80.8095238095238,5.80952380952381,4.33333333333333,98.8928571428571,"Hard",3,"Mo",8,"mid","0"
7972,103720,102934,0.806603773584906,212,77.7688679245283,5.88207547169811,3.60849056603774,111.462264150943,0.416666666666667,24,86.0833333333333,2.83333333333333,3.45833333333333,97.7083333333333,"Hard",5,"Mo",8,"mid","1"
7973,103174,103857,0.32,25,79.48,4.72,3.36,97.8,NA,0,NA,NA,NA,NA,"Hard",5,"Mo",8,"mid","1"
7974,103484,103408,0.558823529411765,68,76.9411764705882,4.91176470588235,2.58823529411765,90.4264705882353,0.5,8,79.375,3.875,4.125,101.25,"Hard",5,"Mo",8,"mid","1"
7975,102035,102701,0.5,130,79.0230769230769,3.90769230769231,2.95384615384615,102.038461538462,0.592307692307692,130,74.4615384615385,5.44615384615385,3.33846153846154,92.2,"Hard",5,"Mo",8,"mid","0"
7976,104417,102694,0.2,5,72.4,6.2,3,86.2,0.411764705882353,68,77.3382352941177,3.14705882352941,3.52941176470588,101.5,"Hard",5,"Mo",8,"mid","1"
7977,103632,102770,0.25,12,74.4166666666667,2.58333333333333,3.16666666666667,85,0.217391304347826,23,64.1739130434783,2.34782608695652,2.52173913043478,84.8260869565217,"Hard",5,"Mo",8,"mid","0"
7978,101990,102562,0.64,50,84.6,15.14,4.12,103.64,0.593333333333333,150,75.16,4.00666666666667,1.98,90.88,"Hard",5,"Mo",8,"mid","0"
7979,102950,103813,0.458333333333333,144,81.5486111111111,3.1875,3.13888888888889,100.409722222222,0.565217391304348,46,75.2391304347826,2.82608695652174,2.91304347826087,90.7608695652174,"Hard",5,"Mo",8,"mid","1"
7980,102703,103888,0.396551724137931,58,80.6896551724138,3.75862068965517,2.43103448275862,94.551724137931,0.444444444444444,36,82.8333333333333,8.38888888888889,3.38888888888889,101.194444444444,"Hard",5,"Mo",8,"mid","0"
7981,103694,102271,0.452054794520548,73,82.6986301369863,2.13698630136986,2.82191780821918,105.698630136986,0.510948905109489,137,77.1386861313869,4.02189781021898,1.75912408759124,100.109489051095,"Hard",5,"Mo",8,"mid","0"
7982,101962,103319,0.601190476190476,168,80.8571428571429,7.48809523809524,2.95833333333333,103.529761904762,0.388888888888889,18,75.2777777777778,6.72222222222222,5,86.7222222222222,"Hard",5,"Mo",8,"mid","1"
7983,103990,103151,0.595959595959596,99,77.2121212121212,2.86868686868687,3.13131313131313,95.6363636363636,0.452173913043478,115,82.1739130434783,4.71304347826087,3.3304347826087,111.278260869565,"Hard",5,"Mo",8,"mid","1"
7984,101897,102860,0.465346534653465,101,76.960396039604,4,3.8019801980198,98.2277227722772,0.527027027027027,74,79.5675675675676,6.44594594594595,3.0945945945946,105.256756756757,"Hard",5,"Mo",8,"mid","1"
7985,102788,101965,0.390243902439024,41,84.0243902439024,5.17073170731707,3.4390243902439,102.170731707317,0.567164179104478,134,85.910447761194,8.55223880597015,3.08208955223881,103.097014925373,"Hard",5,"Mo",8,"mid","0"
7986,102796,102610,0.616438356164383,146,76.472602739726,5.82191780821918,2.11643835616438,105.013698630137,0.591836734693877,147,76.8571428571429,3.85714285714286,1.4421768707483,107.21768707483,"Hard",5,"Mo",8,"mid","0"
7987,102338,102106,0.653508771929825,228,82.3026315789474,6.21929824561404,4.66666666666667,99.6622807017544,0.420560747663551,107,82.1028037383178,6.55140186915888,2.86915887850467,99.2336448598131,"Hard",5,"Mo",8,"mid","1"
7988,104339,103103,0.428571428571429,7,85.5714285714286,6,5.28571428571429,108.428571428571,0.509433962264151,159,78.6981132075472,6.15723270440252,4.55345911949686,95.4779874213836,"Hard",5,"Mo",8,"mid","0"
7989,102247,102179,0.387096774193548,93,78.6774193548387,3.61290322580645,4.23655913978495,105.741935483871,0.305555555555556,72,81.7083333333333,6.16666666666667,3.04166666666667,100.444444444444,"Hard",5,"Mo",8,"mid","0"
7990,103018,102722,0.503448275862069,145,76.9379310344828,8.46206896551724,3.30344827586207,92.6275862068966,0.408163265306122,49,77.5510204081633,5.18367346938776,4,111,"Hard",5,"Mo",8,"mid","1"
7991,103598,103656,0.587719298245614,114,75.6140350877193,6.35964912280702,2.41228070175439,94.4122807017544,0.490909090909091,55,78.4545454545455,3.92727272727273,3.07272727272727,105.290909090909,"Hard",5,"Mo",8,"mid","1"
7992,102434,102259,0.224489795918367,49,86.1224489795918,4.10204081632653,5.38775510204082,101.979591836735,0.538461538461539,117,70.5299145299145,6.17094017094017,3.31623931623932,94.3247863247863,"Hard",5,"Mo",8,"mid","1"
7993,101532,102021,0.43609022556391,133,75.2556390977444,2.05263157894737,1.77443609022556,102.887218045113,0.508064516129032,124,80.1935483870968,3.58870967741935,1.7258064516129,110.975806451613,"Hard",5,"Mo",8,"mid","0"
7994,103819,103181,0.629411764705882,170,83.5705882352941,7.40588235294118,3.12941176470588,98.4117647058823,0.389830508474576,59,83.6610169491525,6,2.74576271186441,99.6779661016949,"Hard",5,"Mo",8,"mid","1"
7995,102845,102437,0.654545454545455,165,80.4666666666667,5.31515151515152,2.46666666666667,104.139393939394,0.426829268292683,82,79.4146341463415,5.81707317073171,3.63414634146341,96.9024390243902,"Hard",5,"Mo",8,"mid","1"
7996,102998,102382,0.573248407643312,157,79.2547770700637,11.4649681528662,3.50955414012739,103.592356687898,0.25,16,83.3125,4.0625,8.4375,116.875,"Hard",5,"Mo",8,"mid","1"
7997,102987,103852,0.414634146341463,82,79.3658536585366,3.02439024390244,2.90243902439024,101.365853658537,0.444444444444444,27,94.3333333333333,8.55555555555556,3.92592592592593,112.333333333333,"Hard",5,"Mo",8,"mid","0"
7998,103292,101774,0.583333333333333,144,78.3541666666667,2.88888888888889,2.85416666666667,103.993055555556,0.581395348837209,86,89.5813953488372,10.9651162790698,4.24418604651163,115.209302325581,"Hard",5,"Mo",8,"mid","1"
7999,102318,103248,0.561728395061728,162,77.7592592592593,4.82716049382716,2.24691358024691,99.2592592592593,0.363636363636364,77,73.4805194805195,3.97402597402597,2.11688311688312,86.5584415584416,"Hard",5,"Mo",8,"mid","0"
8000,102887,104166,0.351351351351351,37,82.2432432432432,5.89189189189189,2.86486486486486,107.081081081081,0.333333333333333,3,79.6666666666667,1.66666666666667,4,98,"Hard",5,"Mo",8,"mid","1"
8001,102817,102925,0.363636363636364,22,85.0454545454545,5.31818181818182,3.45454545454545,100.181818181818,0.388888888888889,54,79.3703703703704,6.98148148148148,4.90740740740741,104.703703703704,"Hard",5,"Mo",8,"mid","0"
8002,101736,104068,0.764331210191083,157,74.8535031847134,5.20382165605096,2.68789808917197,97.0127388535032,0.36,25,75.96,4.4,4.56,82.4,"Hard",5,"Mo",8,"mid","1"
8003,102538,102450,0.3,10,80.6,5.3,4.5,101.4,0.717171717171717,198,81.1868686868687,5.1969696969697,3.14646464646465,112.287878787879,"Hard",5,"Mo",8,"mid","0"
8004,102539,101868,0.5,128,73.90625,3,3.5390625,88.9453125,0,3,77.6666666666667,9,8.66666666666667,91,"Hard",5,"Mo",8,"mid","0"
8005,103566,104076,0.377358490566038,53,80.811320754717,7.11320754716981,5.58490566037736,94.4716981132076,0.468085106382979,47,77,4.12765957446809,2.85106382978723,98.468085106383,"Hard",5,"Mo",8,"mid","1"
8006,103428,102456,0.566037735849057,106,78.0943396226415,5.06603773584906,3.34905660377358,102.339622641509,0.537190082644628,121,70.8842975206612,2.75206611570248,2.4297520661157,98.4628099173554,"Hard",5,"Mo",8,"mid","1"
8007,103789,102374,0.375,32,82.75,6,5.625,104.65625,0.693251533742331,163,78.1165644171779,4.93865030674847,2.87116564417178,114.276073619632,"Hard",5,"Mo",8,"mid","0"
8008,103171,103758,0.431372549019608,51,86.8235294117647,6.27450980392157,4.09803921568627,104.137254901961,0.474576271186441,59,77.3220338983051,7.66101694915254,4.88135593220339,86.7966101694915,"Hard",5,"Mo",8,"mid","1"
8009,103280,104053,0.384615384615385,13,79.7692307692308,10,4.69230769230769,100,0.713114754098361,122,73.4426229508197,9.60655737704918,3.04918032786885,88.4098360655738,"Hard",5,"Mo",8,"mid","0"
8010,102257,103297,0.601398601398601,143,78.2097902097902,10.4475524475524,4.01398601398601,94.5034965034965,0.357142857142857,14,81.5,1.78571428571429,2.71428571428571,98.1428571428571,"Hard",5,"Mo",8,"mid","1"
8011,104250,103387,NA,0,NA,NA,NA,NA,0.460674157303371,89,80.3595505617977,5.76404494382022,4.20224719101124,98.4157303370787,"Hard",5,"Mo",8,"mid","0"
8012,103709,102558,0.411764705882353,51,74.7647058823529,5.13725490196078,3.2156862745098,83.843137254902,0.25,8,69.125,3.25,1.875,85.875,"Hard",5,"Mo",8,"mid","1"
8013,101948,102287,0.681481481481482,135,88.8962962962963,12.6444444444444,5.31111111111111,111.637037037037,0.469230769230769,130,79.2230769230769,4.96923076923077,4.07692307692308,96.3153846153846,"Hard",5,"Mo",8,"mid","1"
8014,103356,103252,0.480769230769231,104,81.3076923076923,3.75961538461538,5.44230769230769,102.432692307692,0.496551724137931,145,73.3241379310345,2.13793103448276,3.77241379310345,98.9862068965517,"Hard",5,"Mo",8,"mid","0"
8015,102344,103285,0.5,90,74.7888888888889,5.38888888888889,5.24444444444444,101.033333333333,0.625,24,72.25,6.95833333333333,2.16666666666667,85,"Hard",5,"Mo",8,"mid","1"
8016,103176,103163,0.414285714285714,70,75.4857142857143,2.15714285714286,2.3,99.0428571428571,0.668604651162791,172,77.5290697674419,7.72093023255814,4.11627906976744,100.511627906977,"Hard",5,"Mo",8,"mid","0"
