Split,Accuracy,Precision,Recall,F1_Score,AUC,Log_Loss,Brier_Score
Test,0.6484446179877652,0.6519480519480519,0.648411263239473,0.6501748478176402,0.6484448761108174,12.142292729748013,0.3515553820122337
