Split,Accuracy.Accuracy,Precision.Precision,Recall.Recall,F1_Score.F1,AUC,Log_Loss,Brier_Score
Test,0.6487049329688923,0.6514994829369183,0.650994575045208,0.6512469311280528,0.7115964812745134,0.6198630209314621,0.215743305029305
