tourney_date,tourney_name,surface,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,w_SvGms,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,l_SvGms,winner_rank,loser_rank,winner_rank_points,loser_rank_points
20030210,Vina del Mar,Clay,103656,Albert Montanes,R,175,ESP,22.2,102950,Fernando Vicente,R,180,ESP,25.9,6-7(3) 6-1 6-2,3,114,5,4,92,62,52,11,8,10,14,3,1,85,54,29,16,7,13,13,81,48,521,711
20030210,Vina del Mar,Clay,103181,Jiri Vanek,R,185,CZE,24.7,102644,Franco Squillari,L,183,ARG,27.4,7-6(2) 7-6(5),3,124,5,2,105,67,45,14,7,10,12,8,3,78,47,31,16,3,6,12,212,83,147,519
20030210,Vina del Mar,Clay,103292,Gaston Gaudio,R,175,ARG,24.1,102456,Felix Mantilla,R,180,ESP,28.3,6-2 3-6 6-3,3,127,6,1,72,53,39,11,4,6,13,11,1,81,46,31,18,2,6,13,22,50,1450,700
20030210,Vina del Mar,Clay,102701,Marcelo Rios,L,175,CHI,27.1,102860,Agustin Calleri,R,183,ARG,26.4,6-4 7-6(2),3,108,0,3,74,52,34,13,4,7,11,4,3,85,48,32,14,9,13,11,37,46,945,730
20030210,Vina del Mar,Clay,103176,David Sanchez,R,183,ESP,24.8,102247,Andrea Gaudenzi,R,183,ITA,29.5,6-7(2) 6-1 6-2,3,152,5,1,88,48,31,20,3,6,13,2,3,110,66,34,19,7,15,14,57,122,672,309
20030210,Vina del Mar,Clay,103656,Albert Montanes,R,175,ESP,22.2,103181,Jiri Vanek,R,185,CZE,24.7,6-0 6-4,3,64,3,4,42,23,20,13,0,0,8,8,3,71,35,18,19,9,13,8,81,212,521,147
20030210,Vina del Mar,Clay,102701,Marcelo Rios,L,175,CHI,27.1,103292,Gaston Gaudio,R,175,ARG,24.1,6-3 6-2,3,66,6,1,45,32,27,6,0,1,9,0,0,50,40,21,5,5,9,8,37,22,945,1450
20030210,Vina del Mar,Clay,103176,David Sanchez,R,183,ESP,24.8,103656,Albert Montanes,R,175,ESP,22.2,7-6(4) 3-6 6-1,3,128,4,2,87,56,39,13,4,8,14,3,3,93,54,34,18,3,8,14,57,81,672,521
20030210,Vina del Mar,Clay,103176,David Sanchez,R,183,ESP,24.8,102701,Marcelo Rios,L,175,CHI,27.1,1-6 6-3 6-3,3,102,1,2,70,42,32,11,4,7,12,2,2,86,57,31,19,6,10,13,57,37,672,945
20030217,Buenos Aires,Clay,102845,Carlos Moya,R,190,ESP,26.4,103970,David Ferrer,R,175,ESP,20.8,6-3 6-3,3,69,1,1,60,35,26,14,7,8,9,1,1,62,35,21,13,8,12,9,4,49,2630,708
20030217,Buenos Aires,Clay,103737,Edgardo Massa,R,180,ARG,21.9,103252,Alberto Martin,R,175,ESP,24.4,6-4 6-4,3,91,3,2,70,32,26,22,9,9,10,3,2,72,45,30,15,5,7,10,217,63,146,605
20030217,Buenos Aires,Clay,103632,Luis Horna,R,180,PER,22.4,103799,Eric Prodon,R,178,FRA,21.6,6-3 6-2,3,57,5,1,46,38,33,4,1,1,9,2,1,62,43,26,7,8,11,8,89,240,456,126
20030217,Buenos Aires,Clay,102839,Nicolas Lapentti,R,188,ECU,26.5,102247,Andrea Gaudenzi,R,183,ITA,29.5,6-4 6-1,3,76,6,2,47,27,19,11,0,1,8,2,4,54,28,19,7,3,8,9,38,115,920,344
20030217,Buenos Aires,Clay,103602,Fernando Gonzalez,R,183,CHI,22.5,103176,David Sanchez,R,183,ESP,24.8,7-6(4) 6-3,3,100,11,11,83,45,37,17,6,7,11,2,2,72,48,32,11,2,4,10,22,42,1346,832
20030217,Buenos Aires,Clay,102456,Felix Mantilla,R,180,ESP,28.4,102287,Albert Portas,R,188,ESP,29.2,6-3 6-1,3,60,4,2,46,33,25,8,1,2,8,6,4,49,27,15,7,3,8,8,47,95,725,426
20030217,Buenos Aires,Clay,103581,Flavio Saretta,R,183,BRA,22.6,102477,Gaston Etlis,R,185,ARG,28.2,7-6(3) 6-3,3,111,2,2,70,46,33,16,3,4,11,1,6,85,40,28,20,7,9,10,90,231,445,132
20030217,Buenos Aires,Clay,102856,Gustavo Kuerten,R,190,BRA,26.4,103525,Ivan Miranda,R,175,PER,22.9,6-2 6-4,3,76,5,3,56,26,24,16,3,3,9,2,1,68,45,29,9,2,5,9,29,148,1125,256
20030217,Buenos Aires,Clay,103428,Juan Ignacio Chela,R,190,ARG,23.4,102243,Marcelo Charpentier,L,180,ARG,29.6,2-6 6-3 6-1,3,97,5,4,80,39,27,25,3,5,12,2,6,77,48,31,15,4,8,12,26,194,1190,182
20030217,Buenos Aires,Clay,102860,Agustin Calleri,R,183,ARG,26.4,103454,Nicolas Massu,R,183,CHI,23.3,6-4 2-6 6-4,3,150,10,6,76,44,40,15,5,7,14,5,2,108,69,46,19,6,8,14,44,67,755,598
20030217,Buenos Aires,Clay,101897,Fernando Meligeni,L,180,BRA,31.8,103656,Albert Montanes,R,175,ESP,22.2,6-4 6-1,3,72,4,3,53,28,22,14,4,5,9,4,6,58,27,18,10,8,12,8,79,73,545,556
20030217,Buenos Aires,Clay,103292,Gaston Gaudio,R,175,ARG,24.1,103264,Mariano Puerta,L,180,ARG,24.4,6-4 6-2,3,75,5,2,49,31,26,8,1,2,9,2,1,56,36,19,11,8,12,9,20,110,1510,360
20030217,Buenos Aires,Clay,103909,Guillermo Coria,R,175,ARG,21,104076,Jose Acasuso,R,190,ARG,20.3,6-3 3-6 6-2,3,127,0,6,84,53,42,13,4,6,13,0,0,89,59,36,15,8,12,13,36,40,960,843
20030217,Buenos Aires,Clay,103151,Mariano Zabaleta,R,183,ARG,24.9,102722,Attila Savolt,R,183,HUN,27,6-3 6-4,3,95,4,4,58,32,24,14,2,3,10,4,5,59,30,17,15,5,8,9,43,102,786,384
20030217,Buenos Aires,Clay,102644,Franco Squillari,L,183,ARG,27.4,102987,Andre Sa,R,185,BRA,25.7,2-6 6-3 6-2,3,101,1,3,72,40,25,15,2,7,13,2,5,77,49,28,11,7,13,12,81,66,529,598
20030217,Buenos Aires,Clay,103900,David Nalbandian,R,180,ARG,21.1,102950,Fernando Vicente,R,180,ESP,25.9,6-3 7-5,3,76,0,3,65,39,31,14,0,1,11,0,2,60,40,27,10,3,6,10,9,48,1955,711
20030217,Buenos Aires,Clay,102845,Carlos Moya,R,190,ESP,26.4,103737,Edgardo Massa,R,180,ARG,21.9,6-2 6-2,3,58,5,3,59,35,24,16,3,3,8,3,3,56,35,19,10,1,5,8,4,217,2630,146
20030217,Buenos Aires,Clay,103632,Luis Horna,R,180,PER,22.4,102839,Nicolas Lapentti,R,188,ECU,26.5,6-3 6-4,3,74,1,3,65,49,36,8,3,3,10,1,0,51,33,22,10,0,2,9,89,38,456,920
20030217,Buenos Aires,Clay,102456,Felix Mantilla,R,180,ESP,28.4,103602,Fernando Gonzalez,R,183,CHI,22.5,W/O,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,22,725,1346
20030217,Buenos Aires,Clay,102856,Gustavo Kuerten,R,190,BRA,26.4,103581,Flavio Saretta,R,183,BRA,22.6,6-4 6-7(5) 7-5,3,159,12,4,123,72,50,29,9,12,17,6,5,111,65,49,16,12,17,17,29,90,1125,445
20030217,Buenos Aires,Clay,103428,Juan Ignacio Chela,R,190,ARG,23.4,102860,Agustin Calleri,R,183,ARG,26.4,7-5 7-5,3,105,6,5,77,46,35,14,6,8,12,6,3,84,37,22,26,6,10,12,26,44,1190,755
20030217,Buenos Aires,Clay,103292,Gaston Gaudio,R,175,ARG,24.1,101897,Fernando Meligeni,L,180,BRA,31.8,7-6(4) 4-6 6-0,3,164,0,5,124,86,55,18,11,13,14,3,6,98,45,29,27,8,12,14,20,79,1510,545
20030217,Buenos Aires,Clay,103909,Guillermo Coria,R,175,ARG,21,103151,Mariano Zabaleta,R,183,ARG,24.9,6-4 2-6 6-3,3,114,0,3,74,52,34,13,4,7,13,1,3,83,54,36,15,3,7,14,36,43,960,786
20030217,Buenos Aires,Clay,103900,David Nalbandian,R,180,ARG,21.1,102644,Franco Squillari,L,183,ARG,27.4,6-1 6-3,3,74,1,1,52,28,21,12,0,1,8,1,3,63,26,19,12,8,13,8,9,81,1955,529
20030217,Buenos Aires,Clay,102845,Carlos Moya,R,190,ESP,26.4,103632,Luis Horna,R,180,PER,22.4,6-7(4) 6-3 7-5,3,137,5,2,97,60,47,21,1,3,17,1,3,116,87,53,17,18,22,16,4,89,2630,456
20030217,Buenos Aires,Clay,102856,Gustavo Kuerten,R,190,BRA,26.4,102456,Felix Mantilla,R,180,ESP,28.4,6-2 6-7(4) 6-1,3,111,20,1,98,64,48,16,7,8,14,3,3,83,53,35,10,5,10,13,29,47,1125,725
20030217,Buenos Aires,Clay,103292,Gaston Gaudio,R,175,ARG,24.1,103428,Juan Ignacio Chela,R,190,ARG,23.4,6-3 6-4,3,96,0,1,66,38,28,15,3,4,10,1,1,66,40,25,12,3,6,9,20,26,1510,1190
20030217,Buenos Aires,Clay,103909,Guillermo Coria,R,175,ARG,21,103900,David Nalbandian,R,180,ARG,21.1,3-6 6-3 7-6(5),3,140,2,5,102,67,42,12,3,10,15,1,8,96,49,27,22,5,12,15,36,9,960,1955
20030217,Buenos Aires,Clay,102845,Carlos Moya,R,190,ESP,26.4,102856,Gustavo Kuerten,R,190,BRA,26.4,7-6(8) 6-1,3,80,4,1,56,36,28,11,0,1,9,4,4,69,34,20,18,5,9,10,4,29,2630,1125
20030217,Buenos Aires,Clay,103909,Guillermo Coria,R,175,ARG,21,103292,Gaston Gaudio,R,175,ARG,24.1,6-3 1-6 6-3,3,109,1,1,76,51,29,15,2,6,13,3,1,61,41,26,11,0,4,12,36,20,960,1510
20030217,Buenos Aires,Clay,102845,Carlos Moya,R,190,ESP,26.4,103909,Guillermo Coria,R,175,ARG,21,6-3 4-6 6-4,3,115,6,1,82,59,45,9,2,5,15,1,0,94,71,50,7,9,13,14,4,36,2630,960
20030526,Roland Garros,Clay,103720,Lleyton Hewitt,R,180,AUS,22.2,103408,Brian Vahaly,R,183,USA,23.8,6-4 6-1 6-7(6) 6-3,5,193,2,12,115,54,43,30,3,7,18,1,6,164,105,53,29,10,20,20,1,76,4210,564
20030526,Roland Garros,Clay,103786,Nikolay Davydenko,R,178,RUS,21.9,102257,Greg Rusedski,L,193,GBR,29.7,6-3 7-5 6-2,5,116,1,1,95,60,43,21,4,5,15,5,3,86,48,31,17,7,12,14,33,70,1001,595
20030526,Roland Garros,Clay,102035,Jonas Bjorkman,R,183,SWE,31.1,103018,Max Mirnyi,R,196,BLR,25.8,6-1 6-2 6-4,5,102,2,1,80,41,30,28,1,1,13,15,4,81,44,34,9,4,9,12,69,41,600,860
20030526,Roland Garros,Clay,103990,Tommy Robredo,R,180,ESP,21,104117,Giovanni Lapentti,R,193,ECU,20.3,3-6 7-6(3) 3-6 3-1 RET,5,163,5,4,110,78,51,10,10,16,16,3,8,128,74,48,27,9,14,18,31,203,1055,168
20030526,Roland Garros,Clay,103292,Gaston Gaudio,R,175,ARG,24.4,103908,Paul Henri Mathieu,R,185,FRA,21.3,7-5 6-3 6-3,5,131,6,4,90,50,40,22,4,5,15,1,2,92,43,34,21,4,9,15,22,44,1230,836
20030526,Roland Garros,Clay,103133,Olivier Mutis,R,175,FRA,25.3,102259,Jerome Golmard,L,188,FRA,29.7,6-2 6-7(5) 6-2 6-3,5,151,12,4,107,53,44,32,1,4,19,6,15,130,64,41,28,11,19,18,83,136,513,285
20030526,Roland Garros,Clay,102271,Hicham Arazi,L,175,MAR,29.5,103171,Raemon Sluiter,R,185,NED,25.1,6-2 7-6(3) 2-6 6-0,5,142,5,4,117,68,52,24,7,10,17,10,5,123,61,38,30,6,12,17,91,64,433,651
20030526,Roland Garros,Clay,102856,Gustavo Kuerten,R,190,BRA,26.7,101820,Marc Rosset,R,201,SUI,32.5,6-2 6-7(3) 6-3 7-6(3),5,183,12,9,147,74,59,40,7,9,21,15,15,139,72,59,26,8,13,20,16,108,1540,363
20030526,Roland Garros,Clay,102610,Albert Costa,R,180,ESP,27.9,103373,Sergio Roitman,R,185,ARG,24,6-7(3) 2-6 7-5 6-2 6-2,5,218,8,5,158,112,80,20,10,15,24,7,6,162,91,60,30,11,19,24,9,134,1920,288
20030526,Roland Garros,Clay,103285,Radek Stepanek,R,185,CZE,24.4,101885,Wayne Arthurs,L,190,AUS,32.1,6-1 4-6 6-1 7-6(2),5,140,9,1,114,83,61,21,2,3,18,20,10,134,73,50,25,10,15,18,47,57,787,720
20030526,Roland Garros,Clay,102839,Nicolas Lapentti,R,188,ECU,26.7,104755,Richard Gasquet,R,185,FRA,16.9,6-3 7-6(4) 3-0 RET,5,132,5,0,78,40,32,19,3,4,11,2,5,79,38,26,18,4,9,13,58,130,675,303
20030526,Roland Garros,Clay,102644,Franco Squillari,L,183,ARG,27.7,102860,Agustin Calleri,R,183,ARG,26.6,7-5 7-6(2) 6-3,5,139,10,3,107,64,47,25,8,10,16,4,3,107,60,43,22,3,8,17,89,19,458,1375
20030526,Roland Garros,Clay,103096,Arnaud Clement,R,173,FRA,25.4,102358,Thomas Enqvist,R,190,SWE,29.2,6-3 6-4 6-2,5,138,11,2,88,43,31,23,2,5,14,3,10,100,49,31,19,6,13,13,36,100,940,400
20030526,Roland Garros,Clay,102694,Lars Burgsmuller,R,183,GER,27.4,103888,Mardy Fish,R,188,USA,21.4,7-6(3) 6-2 4-6 6-1,5,158,7,3,115,72,56,26,4,6,19,16,8,129,62,48,29,3,8,18,93,51,429,752
20030526,Roland Garros,Clay,102934,Nicolas Coutelot,R,185,FRA,26.2,102106,Davide Sanguinetti,R,188,ITA,30.7,6-3 6-3 6-4,5,94,3,8,78,49,44,13,1,2,14,5,5,96,55,36,18,6,11,14,208,86,165,488
20030526,Roland Garros,Clay,103900,David Nalbandian,R,180,ARG,21.3,103656,Albert Montanes,R,175,ESP,22.4,6-4 6-3 3-6 7-5,5,163,11,9,133,75,54,24,13,19,20,4,9,132,76,54,16,9,17,20,8,104,1935,385
20030526,Roland Garros,Clay,103507,Juan Carlos Ferrero,R,183,ESP,23.2,103356,Michel Kratochvil,R,185,SUI,24.1,7-5 7-5 6-4,5,143,6,5,95,48,35,26,1,4,17,3,2,114,66,41,25,7,13,17,3,85,3460,490
20030526,Roland Garros,Clay,103454,Nicolas Massu,R,183,CHI,23.6,102796,Magnus Norman,R,188,SWE,26.9,6-4 6-1 6-3,5,161,4,5,73,44,33,17,4,6,13,7,2,124,60,37,24,14,21,13,84,82,502,516
20030526,Roland Garros,Clay,101774,Todd Martin,R,198,USA,32.8,104076,Jose Acasuso,R,190,ARG,20.5,4-6 6-3 6-4 6-2,5,146,7,7,96,53,43,23,1,5,19,9,11,129,73,49,19,9,16,18,94,50,428,763
20030526,Roland Garros,Clay,102450,Tim Henman,R,185,GBR,28.7,103166,Vladimir Voltchkov,R,180,BLR,25.1,6-2 6-3 6-1,5,100,7,3,84,51,41,15,5,6,12,1,4,74,47,24,10,4,11,12,28,66,1130,631
20030526,Roland Garros,Clay,102456,Felix Mantilla,R,180,ESP,28.6,102703,Hyung Taik Lee,R,180,KOR,27.3,7-6(3) 6-4 7-6(4),5,153,2,1,129,98,63,13,14,20,17,4,2,116,82,46,17,6,13,17,21,55,1255,726
20030526,Roland Garros,Clay,102768,Federico Browne,R,180,ARG,27.1,103694,Olivier Rochus,R,168,BEL,22.3,4-6 2-6 6-1 6-1 6-3,5,164,11,3,120,87,66,17,8,11,21,0,3,128,80,44,28,9,15,20,147,59,249,673
20030526,Roland Garros,Clay,102950,Fernando Vicente,R,180,ESP,26.2,102565,Alexander Waske,R,188,GER,28.1,3-6 6-2 7-5 1-6 6-3,5,182,9,10,158,83,62,29,8,14,23,13,9,134,71,50,32,7,13,22,63,116,651,335
20030526,Roland Garros,Clay,103206,Sebastien Grosjean,R,175,FRA,24.9,102437,Adrian Voinea,R,185,ROU,28.8,6-4 7-6(3) 3-6 6-3,5,197,1,1,139,66,45,35,8,15,20,5,8,143,72,37,41,16,24,20,15,99,1575,401
20030526,Roland Garros,Clay,102854,Sjeng Schalken,R,193,NED,26.7,102401,Scott Draper,L,178,AUS,28.9,6-2 6-4 3-6 6-4,5,140,7,6,117,75,48,24,7,11,18,4,2,112,66,40,22,9,16,19,13,109,1755,361
20030526,Roland Garros,Clay,102148,Fabrice Santoro,R,178,FRA,30.4,102021,Michael Chang,R,175,USA,31.2,7-5 6-1 6-1,5,125,4,0,84,52,38,18,3,4,13,1,2,91,47,27,17,5,12,13,54,142,745,267
20030526,Roland Garros,Clay,102287,Albert Portas,R,188,ESP,29.5,103693,Thierry Ascione,R,188,FRA,22.3,3-6 6-2 6-4 6-4,5,153,5,5,113,84,52,11,3,11,18,1,5,140,110,54,10,17,28,19,81,177,524,195
20030526,Roland Garros,Clay,103602,Fernando Gonzalez,R,183,CHI,22.8,102998,Jan Michael Gambill,R,190,USA,25.9,6-0 6-2 6-3,5,92,4,2,65,46,35,12,1,1,11,3,4,79,43,26,12,7,14,12,20,38,1276,880
20030526,Roland Garros,Clay,103813,Jarkko Nieminen,L,185,FIN,21.8,102765,Nicolas Escude,R,185,FRA,27.1,7-6(3) 6-7(4) 6-3 6-1,5,187,2,0,154,112,79,19,12,14,20,11,6,133,69,52,27,3,9,20,34,61,960,664
20030526,Roland Garros,Clay,103047,Julien Varlet,R,180,FRA,25.7,102202,Kenneth Carlsen,L,190,DEN,30.1,6-1 4-6 6-3 7-6(5),5,160,3,7,122,84,58,25,9,12,19,9,6,126,71,47,26,8,14,19,163,68,214,615
20030526,Roland Garros,Clay,103812,Victor Hanescu,R,198,ROU,21.8,103566,Michael Llodra,L,190,FRA,23,6-4 6-3 6-2,5,85,7,4,69,44,33,16,1,3,13,4,3,92,56,36,10,5,12,14,122,132,317,298
20030526,Roland Garros,Clay,102227,Sargis Sargsian,R,180,ARM,29.9,104053,Andy Roddick,R,188,USA,20.7,6-7(3) 6-1 6-2 6-4,5,140,11,2,108,68,57,22,4,5,19,7,5,119,62,43,25,9,15,18,67,6,623,2225
20030526,Roland Garros,Clay,103632,Luis Horna,R,180,PER,22.6,103819,Roger Federer,R,185,SUI,21.7,7-6(6) 6-2 7-6(3),5,131,4,2,111,86,60,15,4,6,16,10,4,103,59,45,18,4,8,16,88,5,465,2465
20030526,Roland Garros,Clay,103280,Martin Verkerk,R,196,NED,24.5,103318,Zeljko Krajan,R,178,CRO,24.3,6-3 6-4 6-4,5,99,10,4,82,47,37,23,0,1,15,6,1,73,46,27,17,1,5,14,46,103,793,388
20030526,Roland Garros,Clay,102770,John Van Lottum,R,185,NED,27.1,101868,Dick Norman,L,203,BEL,32.2,6-3 3-6 2-6 6-3 6-4,5,188,5,10,158,80,57,36,14,20,23,16,8,156,94,57,35,9,15,22,96,119,410,327
20030526,Roland Garros,Clay,102434,Vincent Spadea,R,183,USA,28.8,103789,Irakli Labadze,L,188,GEO,21.9,6-1 3-6 5-7 6-4 6-1,5,199,3,1,141,80,54,31,13,20,23,7,15,162,105,67,18,18,28,22,32,105,1030,385
20030526,Roland Garros,Clay,101965,Wayne Ferreira,R,185,RSA,31.6,102494,Tomas Behrend,R,193,GER,28.4,6-4 6-2 6-3,5,98,10,2,81,40,36,26,2,2,14,1,7,89,52,34,17,3,7,13,24,102,1185,393
20030526,Roland Garros,Clay,103970,David Ferrer,R,175,ESP,21.1,103781,Jurgen Melzer,L,183,AUT,22,6-2 6-2 7-6(2),5,105,2,4,93,54,38,26,4,5,14,0,5,87,47,29,20,1,6,14,65,92,638,430
20030526,Roland Garros,Clay,103444,Jean Rene Lisnard,R,173,MON,23.6,103052,Mariano Delfino,R,183,ARG,25.6,6-1 6-4 4-6 6-4,5,187,3,2,119,61,40,32,7,11,18,2,5,152,100,54,28,15,23,19,98,185,405,188
20030526,Roland Garros,Clay,102783,Rainer Schuettler,R,180,GER,27,102821,Cecil Mamiit,R,173,PHI,26.9,6-1 2-6 6-4 6-2,5,151,4,4,105,63,39,24,0,5,17,0,6,100,48,25,25,6,14,16,11,131,1810,301
20030526,Roland Garros,Clay,102562,Jiri Novak,R,190,CZE,28.1,103898,Julien Benneteau,R,185,FRA,21.4,6-2 6-3 6-2,5,83,1,0,74,50,38,13,5,7,13,0,5,67,41,22,11,5,12,12,14,182,1731,191
20030526,Roland Garros,Clay,104043,Marc Lopez,R,175,ESP,20.8,103917,Nicolas Mahut,R,190,FRA,21.3,7-5 6-1 7-6(5),5,156,0,1,108,86,54,11,8,11,15,5,7,97,48,33,21,3,10,16,213,190,158,178
20030526,Roland Garros,Clay,103344,Ivan Ljubicic,R,193,CRO,24.1,102344,Karol Kucera,R,188,SVK,29.2,6-2 6-3 6-2,5,100,15,3,83,51,38,20,1,1,13,2,12,79,49,34,10,8,13,12,43,49,845,768
20030526,Roland Garros,Clay,103484,James Blake,R,185,USA,23.4,103758,Taylor Dent,R,188,USA,22,6-4 6-3 7-6(3),5,115,2,4,105,65,45,20,7,10,15,6,6,113,63,39,24,7,13,16,27,40,1155,872
20030526,Roland Garros,Clay,103428,Juan Ignacio Chela,R,190,ARG,23.7,102642,Cyril Saulnier,R,190,FRA,27.7,3-6 7-6(3) 6-3 7-5,5,207,6,10,128,68,51,28,4,10,20,6,9,168,93,61,30,17,25,22,35,124,955,315
20030526,Roland Garros,Clay,102851,Giorgio Galimberti,R,180,ITA,26.7,102730,Ivo Heuberger,R,188,SUI,27.2,7-6(5) 4-6 6-2 6-2,5,160,0,5,132,88,60,23,3,6,19,16,6,126,57,46,26,8,14,19,117,137,335,284
20030526,Roland Garros,Clay,102882,Mark Philippoussis,R,196,AUS,26.5,103297,Alex Kim,R,175,USA,24.4,2-6 6-7(1) 7-5 6-2 6-2,5,185,25,6,145,84,59,32,4,9,24,5,9,157,92,60,33,10,18,24,52,172,750,205
20030526,Roland Garros,Clay,102845,Carlos Moya,R,190,ESP,26.7,103835,Filippo Volandri,R,183,ITA,21.7,7-6(7) 4-6 6-2 6-3,5,158,10,5,135,65,44,38,8,12,19,1,5,137,100,64,14,7,14,20,4,79,2985,535
20030526,Roland Garros,Clay,103909,Guillermo Coria,R,175,ARG,21.3,102987,Andre Sa,R,185,BRA,26,6-3 6-1 6-1,5,94,4,2,57,38,29,12,3,4,11,0,4,86,52,26,13,9,17,12,7,87,1985,486
20030526,Roland Garros,Clay,103017,Nicolas Kiefer,R,183,GER,25.8,102464,Todd Larkham,R,178,AUS,28.6,6-3 6-3 4-6 2-6 6-3,5,223,11,10,151,75,55,32,11,19,23,7,9,170,106,62,30,15,24,22,77,202,556,169
20030526,Roland Garros,Clay,102722,Attila Savolt,R,183,HUN,27.3,103714,Andreas Vinciguerra,L,180,SWE,22.2,7-5 7-6(4) 4-6 6-0,5,185,16,12,128,71,55,28,6,10,20,1,8,131,67,45,29,16,23,20,141,114,273,349
20030526,Roland Garros,Clay,104022,Mikhail Youzhny,R,183,RUS,20.9,103176,David Sanchez,R,183,ESP,25,6-3 6-0 6-0,5,93,4,0,71,36,23,22,5,7,10,1,1,73,33,14,11,8,18,11,30,48,1100,768
20030526,Roland Garros,Clay,101962,Younes El Aynaoui,R,193,MAR,31.7,102179,Antony Dupuis,R,185,FRA,30.2,6-4 6-4 6-4,5,143,6,3,99,57,43,22,5,7,15,7,2,98,58,38,20,6,11,15,26,80,1175,535
20030526,Roland Garros,Clay,103294,Christophe Rochus,R,170,BEL,24.4,102997,Hermes Gamonal,R,180,CHI,25.9,7-5 6-3 6-3,5,130,1,4,122,94,57,12,16,21,15,3,5,92,64,35,9,9,18,15,101,195,399,175
20030526,Roland Garros,Clay,103151,Mariano Zabaleta,R,183,ARG,25.2,103852,Feliciano Lopez,L,188,ESP,21.6,6-2 7-6(8) 6-0,5,96,1,5,79,52,41,16,0,1,13,4,6,84,48,27,17,3,9,13,39,53,878,749
20030526,Roland Garros,Clay,103103,Dominik Hrbaty,R,183,SVK,25.3,103387,Paradorn Srichaphan,R,185,THA,23.9,6-4 3-6 6-0 7-5,5,133,3,2,112,67,50,22,5,8,18,2,14,114,44,29,34,7,14,19,62,10,660,1830
20030526,Roland Garros,Clay,102869,Galo Blanco,R,173,ESP,26.6,102374,Alex Corretja,R,180,ESP,29.1,5-7 6-3 6-0 7-5,5,188,12,5,120,66,45,25,6,12,19,8,6,126,56,32,30,8,19,20,139,17,278,1380
20030526,Roland Garros,Clay,103264,Mariano Puerta,L,180,ARG,24.6,102925,Justin Gimelstob,R,196,USA,26.3,6-2 4-6 7-6(1) 6-1,5,149,5,4,104,70,51,17,4,9,18,6,8,115,59,37,17,3,12,19,97,90,408,441
20030526,Roland Garros,Clay,103581,Flavio Saretta,R,183,BRA,22.9,103252,Alberto Martin,R,175,ESP,24.7,7-6(4) 6-0 6-0,5,102,5,3,70,42,30,18,1,2,12,1,7,86,53,23,14,12,19,12,78,60,546,665
20030526,Roland Garros,Clay,102338,Yevgeny Kafelnikov,R,190,RUS,29.2,102369,Julien Boutter,R,190,FRA,29.1,6-1 6-2 6-4,5,99,3,3,71,46,39,12,0,1,13,9,10,87,43,27,15,7,13,12,18,95,1375,421
20030526,Roland Garros,Clay,103598,Xavier Malisse,R,185,BEL,22.8,102231,Alex Calatrava,R,190,ESP,29.9,7-5 6-4 6-2,5,137,17,2,92,56,45,18,4,6,15,4,5,127,70,36,31,14,20,15,29,206,1100,166
20030526,Roland Garros,Clay,102905,Stefan Koubek,L,175,AUT,26.3,102880,Alexander Popp,R,201,GER,26.5,7-5 6-2 6-3,5,99,2,4,94,58,39,20,4,7,15,0,9,88,51,28,16,6,13,14,72,170,575,206
20030526,Roland Garros,Clay,104339,Mario Ancic,R,196,CRO,19.1,102701,Marcelo Rios,L,175,CHI,27.4,6-1 1-0 RET,5,36,1,0,23,8,7,11,2,2,4,0,1,31,16,9,4,2,5,4,74,42,574,855
20030526,Roland Garros,Clay,101736,Andre Agassi,R,180,USA,33,103971,Karol Beck,R,180,SVK,21.1,6-2 6-3 6-3,5,95,4,5,82,37,26,29,2,3,13,6,3,80,45,26,15,6,12,13,2,73,3900,575
20030526,Roland Garros,Clay,103720,Lleyton Hewitt,R,180,AUS,22.2,103786,Nikolay Davydenko,R,178,RUS,21.9,6-3 4-6 6-3 7-6(5),5,210,6,10,142,65,43,31,8,17,20,6,6,142,91,46,22,13,24,20,1,33,4210,1001
20030526,Roland Garros,Clay,103990,Tommy Robredo,R,180,ESP,21,102035,Jonas Bjorkman,R,183,SWE,31.1,7-6(2) 6-3 6-4,5,135,5,5,108,65,53,21,7,8,16,3,0,89,44,35,23,2,5,15,31,69,1055,600
20030526,Roland Garros,Clay,103292,Gaston Gaudio,R,175,ARG,24.4,103133,Olivier Mutis,R,175,FRA,25.3,6-2 1-6 6-2 6-2,5,138,3,0,80,49,33,17,3,7,15,7,5,116,51,35,21,9,17,16,22,83,1230,513
20030526,Roland Garros,Clay,102856,Gustavo Kuerten,R,190,BRA,26.7,102271,Hicham Arazi,L,175,MAR,29.5,6-1 6-0 6-1,5,82,7,0,59,31,25,17,2,2,10,0,0,72,36,13,15,7,15,10,16,91,1540,433
20030526,Roland Garros,Clay,102610,Albert Costa,R,180,ESP,27.9,103285,Radek Stepanek,R,185,CZE,24.4,6-3 5-7 6-4 3-6 6-4,5,218,9,4,150,90,64,36,6,10,25,11,4,151,98,71,23,4,9,25,9,47,1920,787
