player1_id,player2_id,player1_age,player2_age,player1_ht,player2_ht,p1_hand_R,p1_hand_L,p1_hand_U,p2_hand_R,p2_hand_L,p2_hand_U,date,player1_rank,player1_rank_pts,player2_rank,player2_rank_pts,log_rank_diff,rankpoints_diff,ace_diff,df_diff,in1_pct_diff,won1_pct_diff,sv_win_pct_diff,bp_saved_pct_diff,bp_per_game_diff,p1_ace_percent,p1_doublefault_percent,p1_1in_percent,p1_1won_percent,p1_serve_win_percent,p1_breakp_saved,p1_breakp_succeed,p2_ace_percent,p2_doublefault_percent,p2_1in_percent,p2_1won_percent,p2_serve_win_percent,p2_breakp_saved,p2_breakp_succeed,player1_ace,player1_df,player1_svpt,player1_1stin,player1_1stwon,player1_2ndwon,player1_bpsaved,player1_bpfaced,player1_svgms,player2_ace,player2_df,player2_svpt,player2_1stin,player2_1stwon,player2_2ndwon,player2_bpsaved,player2_bpfaced,player2_svgms,y
102610,102369,25.3,26.5,180,190,1,0,0,1,0,0,20001016,28,1061,89,498,1.15643185955694,563,-0.167717996289425,-0.0430426716141002,0.112430426716141,-0.244565217391304,-0.175510204081633,-0.428571428571429,0.666666666666667,0.0363636363636364,0.0181818181818182,0.581818181818182,0.625,0.6,0.777777777777778,0.428571428571429,0.204081632653061,0.0612244897959184,0.469387755102041,0.869565217391304,0.775510204081633,0.111111111111111,0,2,1,55,32,20,13,4,7,9,10,3,49,23,20,18,1,1,9,0
102950,102701,23.6,24.8,180,175,1,0,0,0,1,0,20001016,43,836,33,1003,-0.264692554227082,-167,0.0207780725022104,-0.0101679929266136,0.0649867374005305,-0.0612244897959184,-0.0296198054818745,-0.238095238095238,0.0769230769230769,0.0897435897435897,0.0128205128205128,0.628205128205128,0.673469387755102,0.602564102564103,0.538461538461538,0.571428571428571,0.0689655172413793,0.0229885057471264,0.563218390804598,0.73469387755102,0.632183908045977,0.461538461538462,0.333333333333333,7,1,78,49,33,14,3,7,13,6,2,87,49,36,19,4,6,13,0
102223,102148,27.3,27.8,185,178,1,0,0,1,0,0,20001016,39,899,36,967,-0.0800427076735364,-68,0.0972981177899211,-0.0145719489981785,-0.0862173649058895,0.11128526645768,-6.0716454159071e-4,0.366666666666667,0.400735294117647,0.10655737704918,0.040983606557377,0.450819672131148,0.818181818181818,0.647540983606557,0.588235294117647,0.3,0.00925925925925926,0.0555555555555556,0.537037037037037,0.706896551724138,0.648148148148148,0.1875,0.666666666666667,13,5,122,55,45,34,7,10,17,1,6,108,58,41,29,1,3,16,1
102905,103908,23.7,18.7,175,185,0,1,0,1,0,0,20001016,49,783,285,110,1.76066888215802,673,-0.013251155624037,0.0231124807395994,-0.0489984591679508,0.116632860040568,0.0964560862865947,-0.166666666666667,-0.8,0.0545454545454545,0.0909090909090909,0.527272727272727,0.793103448275862,0.672727272727273,0.2,0.5,0.0677966101694915,0.0677966101694915,0.576271186440678,0.676470588235294,0.576271186440678,1,0.333333333333333,3,5,55,29,23,14,1,2,10,4,4,59,34,23,11,6,9,9,1
102167,103252,27.7,22.1,185,175,1,0,0,1,0,0,20001016,220,166,85,510,-0.950976289862045,-344,-0.024537037037037,-0.037037037037037,0.0447530864197531,0.0829787234042553,0.0949074074074074,0.225,-0.214285714285714,0.0125,0,0.625,0.7,0.6875,0.357142857142857,0.4,0.037037037037037,0.037037037037037,0.580246913580247,0.617021276595745,0.592592592592593,0.571428571428571,0.625,1,0,80,50,35,20,3,5,14,3,3,81,47,29,19,3,8,14,1
102998,101532,23.3,31.9,190,183,1,0,0,0,1,0,20001016,29,1058,46,816,0.461345566502621,242,0.0675403225806452,0.0173891129032258,-0.0529233870967742,0.109810479375697,0.0216733870967742,0.0909090909090909,-0.628676470588235,0.161290322580645,0.0564516129032258,0.556451612903226,0.840579710144927,0.693548387096774,0.0588235294117647,0,0.09375,0.0390625,0.609375,0.730769230769231,0.671875,0.6875,0.0909090909090909,20,7,124,69,58,28,1,1,17,12,5,128,78,57,29,10,11,16,1
101820,101746,29.9,30.4,201,175,1,0,0,1,0,0,20001016,35,975,326,92,2.23154931987729,883,0.0670457237621417,0.0736792229329543,0.0367211561241413,0.0722222222222222,0.0796019900497513,0.5,-0.0181818181818182,0.194029850746269,0.0895522388059701,0.671641791044776,0.822222222222222,0.746268656716418,0.181818181818182,0,0.126984126984127,0.0158730158730159,0.634920634920635,0.75,0.666666666666667,0.2,0.5,13,6,67,45,37,13,2,2,11,8,1,63,40,30,12,1,2,10,1
101962,102845,29,24.1,193,190,1,0,0,1,0,0,20001016,22,1156,44,830,0.693147180559945,326,-0.00600801068090788,0.0135736537605696,0.0836671117044948,-0.0951048951048952,-0.161214953271028,0.0833333333333334,0.866666666666667,0.0654205607476635,0.0373831775700935,0.607476635514019,0.723076923076923,0.588785046728972,1.06666666666667,0.25,0.0714285714285714,0.0238095238095238,0.523809523809524,0.818181818181818,0.75,0.2,0.333333333333333,7,4,107,65,47,16,12,16,15,6,2,84,44,36,27,2,3,15,0
103714,103324,19.6,21.6,180,185,0,1,0,1,0,0,20001016,50,767,59,665,0.165514438477574,102,0.0438502673796791,-0.0610597958191541,-0.0342245989304812,-0.119389382547277,-0.0695187165775402,0.409090909090909,0.2875,0.0909090909090909,0.0330578512396694,0.636363636363636,0.74025974025974,0.636363636363636,0.6875,0.0909090909090909,0.0470588235294118,0.0941176470588235,0.670588235294118,0.859649122807018,0.705882352941177,0.4,0.5,11,4,121,77,57,20,10,11,16,4,8,85,57,49,11,3,6,15,1
101320,103507,33.7,20.6,185,183,1,0,0,1,0,0,20001016,53,734,11,1677,-1.57239664075375,-943,0.0998103366524419,0.0296348980559507,0.116642958748222,0.223443223443223,0.151730678046468,-0.714285714285714,-1.2,0.140350877192982,0.0701754385964912,0.684210526315789,0.794871794871795,0.719298245614035,0.2,1,0.0405405405405405,0.0405405405405405,0.567567567567568,0.571428571428571,0.567567567567568,1.4,0.285714285714286,8,4,57,39,31,10,0,2,10,3,3,74,42,24,18,10,14,10,1
102374,102880,26.5,23.9,180,201,1,0,0,1,0,0,20001016,9,2202,88,499,2.28011223714199,1703,0.115384615384615,0.0162393162393162,0.0850427350427351,0.0350631136044881,0.194444444444444,0.75,-0.0555555555555556,0.115384615384615,0.0384615384615385,0.596153846153846,0.774193548387097,0.75,0.444444444444444,0,0,0.0222222222222222,0.511111111111111,0.739130434782609,0.555555555555556,0.5,0.75,6,2,52,31,24,15,4,4,9,0,1,45,23,17,8,1,4,8,1
102025,102369,28.6,26.5,185,190,1,0,0,1,0,0,20001016,76,557,89,498,0.157903029445809,59,0.00481154771451484,-0.0348837209302326,0.033279871692061,0.0452182952182952,0.147955092221331,-0.6,-0.363636363636364,0.0862068965517241,0,0.637931034482759,0.756756756756757,0.775862068965517,0.0909090909090909,1,0.0813953488372093,0.0348837209302326,0.604651162790698,0.711538461538462,0.627906976744186,0.454545454545455,0.4,5,0,58,37,28,17,0,1,11,7,3,86,52,37,17,3,5,11,1
102223,102701,27.3,24.8,185,175,1,0,0,0,1,0,20001016,39,899,33,1003,-0.167054084663166,-104,-0.0145283018867925,0.0654716981132075,-0.168867924528302,0.0193061840120664,-0.0784905660377359,-0.285714285714286,0.154166666666667,0.0754716981132075,0.0754716981132075,0.481132075471698,0.803921568627451,0.641509433962264,0.466666666666667,0.285714285714286,0.09,0.01,0.65,0.784615384615385,0.72,0.3125,0,8,8,106,51,41,27,5,7,15,9,1,100,65,51,21,5,5,16,0
