"Fraction","Accuracy"
0.1,0.942734749136172
0.2,0.945214821550352
0.3,0.946532955755891
0.4,0.944927711938896
0.5,0.944751582163381
0.6,0.945714935212548
0.7,0.946050797114627
0.8,0.946626659392617
0.9,0.943807965084561
1,NA
