Split,Accuracy,Precision,Recall,F1_Score,AUC,Log_Loss,Brier_Score
Test,0.6518287127424184,0.6558103178738927,0.6502195815034875,0.653002983525749,0.7121248674798993,0.6193127991715184,0.21555476662198664
